Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,SNR_Diff,Sat_Count
10139,22.1,91.9,32,1,36,34,33,35,34,30,30,31,40,22,29,64,24,30,25,33.13333333333333,95.55238095238096,2.333333333333332,15
10170,24.1,92.3,19,0,35,34,34,36,36,35,34,36,40,22,29,64,24,30,25,34.266666666666666,93.92380952380951,1.1333333333333329,15
12072,22.0,91.5,32,1,37,37,37,39,36,40,38,40,40,22,29,64,24,30,25,35.86666666666667,99.55238095238096,1.6000000000000014,15
12072,24.2,92.3,14,0,30,31,31,31,34,36,38,40,40,22,29,64,24,30,25,33.666666666666664,99.95238095238095,-2.200000000000003,15
12076,22.0,92.0,28,1,32,31,30,30,31,31,34,36,40,22,29,64,24,30,25,32.6,95.68571428571428,-1.0666666666666629,15
12140,22.1,91.4,39,1,31,30,29,30,28,25,29,30,40,22,29,64,24,30,25,31.066666666666666,99.78095238095239,-1.533333333333335,15
12163,24.4,91.2,10,0,33,35,33,35,31,26,26,29,40,22,29,64,24,30,25,32.13333333333333,101.12380952380953,1.0666666666666664,15
12166,24.1,92.7,28,1,31,37,33,37,30,26,26,33,40,22,29,64,24,30,25,32.46666666666667,102.83809523809524,0.3333333333333357,15
14071,21.8,92.0,32,1,28,32,28,32,30,26,27,36,40,22,29,64,24,30,25,31.533333333333335,101.6952380952381,-0.9333333333333336,15
14072,21.8,91.5,41,1,32,34,32,34,34,32,32,40,40,22,29,64,24,30,25,33.6,96.54285714285713,2.0666666666666664,15
14072,24.2,92.0,17,0,31,31,31,31,32,32,36,42,40,22,29,64,24,30,25,33.333333333333336,100.52380952380953,-0.2666666666666657,15
14137,22.1,91.4,32,1,36,36,37,29,29,33,41,43,40,22,29,64,24,30,25,34.53333333333333,106.83809523809525,1.1999999999999957,15
14162,24.5,91.6,15,0,31,29,35,22,22,28,41,42,40,22,29,64,24,30,25,32.266666666666666,123.4952380952381,-2.2666666666666657,15
14168,24.2,92.7,48,1,33,31,37,22,22,28,41,42,40,22,29,64,24,30,25,32.666666666666664,123.66666666666666,0.3999999999999986,15
16072,24.2,92.0,13,0,26,25,31,22,22,28,41,41,40,22,29,64,24,30,25,31.333333333333332,126.52380952380956,-1.3333333333333321,15
16074,21.9,92.0,25,1,31,31,31,28,27,30,41,41,40,22,29,64,24,30,25,32.93333333333333,107.92380952380952,1.5999999999999979,15
16137,22.0,91.5,32,1,35,35,36,35,31,32,41,40,40,22,29,64,24,30,25,34.6,100.11428571428573,1.6666666666666714,15
16145,24.4,91.2,16,0,36,36,40,40,33,33,41,40,40,22,29,64,24,30,25,35.53333333333333,102.40952380952383,0.93333333333333,15
16167,24.1,92.7,59,1,30,30,38,36,30,32,40,39,40,22,29,64,24,30,25,33.93333333333333,102.49523809523812,-1.6000000000000014,15
18073,24.2,92.0,17,0,24,24,32,29,26,30,40,39,40,22,29,64,24,30,25,31.866666666666667,114.55238095238096,-2.066666666666663,15
18075,22.0,92.2,31,1,29,28,32,28,28,31,39,38,40,22,29,64,24,30,25,32.46666666666667,103.83809523809525,0.6000000000000014,15
18141,24.5,91.6,13,0,28,28,30,32,30,33,39,38,40,22,29,64,24,30,25,32.8,102.17142857142858,0.3333333333333286,15
18142,21.9,91.5,33,1,35,34,35,40,32,34,39,38,40,22,29,64,24,30,25,34.733333333333334,98.35238095238095,1.9333333333333371,15
18167,24.2,92.7,30,1,30,31,34,40,29,32,39,39,40,22,29,64,24,30,25,33.86666666666667,102.98095238095239,-0.8666666666666671,15
20073,24.2,92.0,19,0,30,30,36,34,26,29,39,39,40,22,29,64,24,30,25,33.13333333333333,104.69523809523811,-0.7333333333333343,15
20076,22.0,92.0,31,1,28,28,34,31,29,31,39,40,40,22,29,64,24,30,25,32.93333333333333,104.35238095238095,-0.20000000000000284,15
20139,22.0,91.2,35,1,35,32,37,35,34,34,39,40,40,22,29,64,24,30,25,34.666666666666664,97.95238095238095,1.7333333333333343,15
20167,24.5,91.6,12,0,36,33,40,38,36,38,39,40,40,22,29,64,24,30,25,35.6,100.11428571428573,0.9333333333333371,15
20170,24.1,92.7,25,1,32,28,34,33,36,38,39,40,40,22,29,64,24,30,25,34.266666666666666,101.63809523809523,-1.3333333333333357,15
22072,22.0,92.0,32,1,30,27,33,30,36,38,39,40,40,22,29,64,24,30,25,33.8,104.60000000000001,-0.46666666666666856,15
22134,24.5,91.6,16,0,28,27,35,32,36,38,38,40,40,22,29,64,24,30,25,33.86666666666667,104.55238095238094,0.06666666666666998,15
22138,22.0,91.5,37,1,28,34,41,38,36,39,38,40,40,22,29,64,24,30,25,35.2,104.45714285714284,1.3333333333333357,15
22168,24.2,93.0,33,1,24,36,41,40,36,40,38,40,40,22,29,64,24,30,25,35.266666666666666,111.35238095238095,0.06666666666666288,15
24076,22.0,92.2,40,1,29,40,41,40,36,41,38,40,40,22,29,64,24,30,25,35.93333333333333,106.92380952380952,0.6666666666666643,15
24137,21.9,91.7,40,1,34,40,41,40,36,42,38,40,40,22,29,64,24,30,25,36.333333333333336,104.38095238095238,0.4000000000000057,15
24153,24.5,91.6,14,0,35,35,37,40,36,42,38,40,40,22,29,64,24,30,25,35.8,101.45714285714288,-0.5333333333333385,15
24158,24.1,92.7,21,1,34,29,34,40,36,42,38,40,40,22,29,64,24,30,25,35.13333333333333,104.55238095238094,-0.6666666666666643,15
26075,22.0,92.6,33,1,33,28,34,40,36,42,38,40,40,22,29,64,24,30,25,35.0,105.71428571428571,-0.13333333333333286,15
26139,21.9,91.2,30,1,38,34,40,40,36,42,38,40,40,22,29,64,24,30,25,36.13333333333333,102.9809523809524,1.1333333333333329,15
26145,24.5,91.6,13,0,40,35,37,40,36,41,39,40,40,22,29,64,24,30,25,36.13333333333333,102.12380952380954,0.0,15
26167,24.2,93.0,36,1,36,32,33,36,36,40,40,40,40,22,29,64,24,30,25,35.13333333333333,100.55238095238096,-1.0,15
28075,22.0,92.6,36,1,36,31,31,34,36,40,40,40,40,22,29,64,24,30,25,34.8,101.88571428571426,-0.3333333333333357,15
28139,21.9,91.2,32,1,37,37,36,33,36,39,41,40,40,22,29,64,24,30,25,35.53333333333333,100.26666666666668,0.7333333333333343,15
28154,24.4,91.6,18,0,35,35,34,35,36,39,41,40,40,22,29,64,24,30,25,35.266666666666666,99.63809523809523,-0.2666666666666657,15
28169,24.1,93.0,36,1,31,31,30,31,36,39,41,40,40,22,29,64,24,30,25,34.2,104.17142857142856,-1.0666666666666629,15
30138,21.9,91.0,32,1,26,30,30,32,36,39,41,39,40,22,29,64,24,30,25,33.8,107.45714285714288,-0.4000000000000057,15
30155,24.4,91.6,14,0,28,30,31,32,36,40,41,39,39,22,29,64,24,30,25,34.0,105.00000000000001,0.20000000000000284,15
30171,24.1,93.0,38,1,26,29,29,29,36,40,41,39,39,22,29,64,24,30,25,33.46666666666667,109.9809523809524,-0.5333333333333314,15
32066,23.1,92.2,42,1,23,26,21,24,36,40,41,39,39,22,29,64,24,30,25,32.2,129.31428571428572,-1.2666666666666657,15
32138,22.1,91.4,39,1,20,32,26,29,36,40,41,38,39,22,29,64,24,30,25,33.0,119.28571428571429,0.7999999999999972,15
32148,24.4,91.6,18,0,22,33,28,30,34,40,41,38,39,22,29,64,24,30,25,33.266666666666666,112.92380952380952,0.2666666666666657,15
34065,23.25,91.35,31,1,22,30,32,33,30,40,41,38,39,22,29,64,24,30,25,33.266666666666666,111.78095238095239,0.0,15
34114,22.1,91.1,38,1,22,29,32,32,27,40,41,38,39,22,29,64,24,30,25,32.93333333333333,114.35238095238095,-0.3333333333333357,15
36066,22.1,91.1,32,1,24,35,38,37,31,40,41,37,39,22,29,64,24,30,25,34.4,108.4,1.4666666666666686,15
36130,22.1,91.1,32,1,30,42,40,40,34,41,41,37,39,22,29,64,24,30,25,35.86666666666667,106.98095238095239,1.4666666666666686,15
38064,22.05,91.3,30,1,31,44,41,40,36,41,41,37,39,22,29,64,24,30,25,36.266666666666666,108.49523809523807,0.3999999999999986,15
38139,22.0,91.5,33,1,38,44,42,39,36,41,41,37,39,22,29,64,24,30,25,36.733333333333334,106.78095238095236,0.46666666666666856,15
40062,22.0,91.5,36,1,40,40,39,40,36,41,41,37,39,22,29,64,24,30,25,36.46666666666667,103.12380952380956,-0.2666666666666657,15
40140,22.0,91.5,38,1,42,29,31,40,36,42,41,36,39,22,29,64,24,30,25,35.333333333333336,108.52380952380953,-1.1333333333333329,15
42062,22.0,91.5,32,1,42,22,26,40,36,43,40,36,39,22,29,64,24,30,25,34.53333333333333,122.83809523809524,-0.8000000000000043,15
42078,22.0,91.5,41,1,42,25,28,40,36,43,40,36,39,22,29,64,24,30,25,34.86666666666667,115.83809523809525,0.3333333333333357,15
44062,22.0,91.5,40,1,41,34,35,40,36,43,40,36,39,22,29,64,24,30,25,35.86666666666667,103.55238095238096,1.0,15
44138,22.0,91.5,40,1,40,38,38,40,36,43,40,35,39,22,29,64,24,30,25,36.2,103.17142857142856,0.3333333333333357,15
46062,22.0,91.5,35,1,40,36,40,40,36,42,40,35,39,22,29,64,24,30,25,36.13333333333333,102.83809523809525,-0.06666666666666998,15
46125,22.0,91.5,31,1,42,30,41,40,36,42,40,35,39,22,29,64,24,30,25,35.93333333333333,107.4952380952381,-0.20000000000000284,15
48062,22.0,91.5,32,1,42,23,42,40,36,42,40,35,39,22,29,64,24,30,25,35.53333333333333,117.55238095238097,-0.3999999999999986,15
48139,22.0,91.5,31,1,42,16,44,40,36,41,40,35,39,22,29,64,24,30,25,35.13333333333333,134.6952380952381,-0.3999999999999986,15
50063,22.05,91.3,37,1,40,18,43,40,36,41,40,34,39,22,29,64,24,30,25,35.0,126.71428571428575,-0.13333333333333286,15
50139,22.1,91.1,38,1,40,26,42,40,36,41,40,34,39,22,29,64,24,30,25,35.46666666666667,110.55238095238096,0.46666666666666856,15
52063,22.1,91.25,34,1,40,36,41,40,36,40,40,34,39,22,29,64,24,30,25,36.0,102.28571428571429,0.5333333333333314,15
52077,22.1,91.4,33,1,40,42,41,40,36,40,40,34,39,22,29,64,24,30,25,36.4,104.68571428571428,0.3999999999999986,15
54063,22.05,91.30000000000001,37,1,40,43,42,39,36,40,40,33,39,22,29,64,24,30,25,36.4,106.25714285714285,0.0,15
54128,22.0,91.2,32,1,40,43,43,39,36,40,40,33,39,22,29,64,24,30,25,36.46666666666667,107.12380952380953,0.06666666666666998,15
56062,22.0,91.35,39,1,41,39,43,39,36,39,40,33,39,22,29,64,24,30,25,36.2,104.6,-0.2666666666666657,15
56089,22.0,91.5,32,1,42,32,42,38,36,38,40,33,39,22,29,64,24,30,25,35.6,104.11428571428573,-0.6000000000000014,15
58062,22.0,91.35,38,1,42,28,41,38,36,38,40,32,39,22,29,64,24,30,25,35.2,106.74285714285715,-0.3999999999999986,15
58071,22.0,91.2,31,1,42,31,42,39,36,38,40,32,39,22,29,64,24,30,25,35.53333333333333,105.55238095238097,0.3333333333333286,15
60062,22.0,91.1,40,1,41,37,43,40,36,37,39,32,39,22,29,64,24,30,25,35.86666666666667,103.98095238095239,0.3333333333333357,15
60077,22.0,91.0,40,1,39,40,44,40,36,36,39,32,39,22,29,64,24,30,25,35.93333333333333,104.92380952380952,0.06666666666666288,15
62062,22.0,91.1,39,1,38,40,43,40,36,36,38,32,39,22,29,64,24,30,25,35.733333333333334,103.06666666666663,-0.19999999999999574,15
62067,22.0,91.2,34,1,38,40,41,39,36,36,38,31,39,22,29,64,24,30,25,35.46666666666667,101.26666666666667,-0.2666666666666657,15
64062,22.0,91.2,33,1,39,41,38,37,36,35,37,31,39,22,29,64,24,30,25,35.13333333333333,99.55238095238096,-0.3333333333333357,15
64070,22.0,91.2,37,1,38,40,35,35,36,34,37,31,39,22,29,64,24,30,25,34.6,97.25714285714285,-0.5333333333333314,15
66063,22.05,91.05000000000001,36,1,36,38,33,33,36,34,37,31,39,22,29,64,24,30,25,34.06666666666667,95.35238095238095,-0.5333333333333314,15
66067,22.1,90.9,43,1,34,36,31,32,36,34,36,30,39,22,29,64,24,30,25,33.46666666666667,94.83809523809525,-0.6000000000000014,15
68063,22.05,91.30000000000001,36,1,33,35,30,32,36,33,36,30,39,22,29,64,24,30,25,33.2,94.88571428571429,-0.2666666666666657,15
68066,22.0,91.7,45,1,32,33,30,31,35,32,35,30,38,22,29,64,24,30,25,32.666666666666664,93.38095238095238,-0.5333333333333385,15
70063,21.9,91.6,41,1,30,32,29,31,35,32,35,30,38,22,29,64,24,30,25,32.4,94.25714285714285,-0.2666666666666657,15
70068,21.8,91.5,30,1,28,30,28,30,34,32,34,29,38,22,29,64,24,30,25,31.8,95.88571428571429,-0.5999999999999979,15
72062,21.9,91.5,36,1,27,28,28,29,33,31,34,29,38,22,29,64,24,30,25,31.4,97.25714285714287,-0.40000000000000213,15
72070,22.0,91.5,39,1,26,27,27,29,33,30,34,29,38,22,29,64,24,30,25,31.133333333333333,99.12380952380953,-0.2666666666666657,15
74062,22.0,91.5,35,1,25,26,26,28,32,30,33,29,38,22,29,64,24,30,25,30.733333333333334,100.92380952380952,-0.3999999999999986,15
74071,22.0,91.5,30,1,24,26,25,28,32,30,33,29,38,22,29,64,24,30,25,30.6,102.54285714285713,-0.13333333333333286,15
76062,22.0,91.25,36,1,24,26,24,27,31,29,32,28,38,22,29,64,24,30,25,30.2,103.74285714285713,-0.40000000000000213,15
76069,22.0,91.0,39,1,24,26,24,26,30,28,32,28,38,22,29,64,24,30,25,30.0,104.42857142857144,-0.1999999999999993,15
78062,22.05,90.95,36,1,24,26,24,25,30,28,31,28,38,22,29,64,24,30,25,29.866666666666667,104.83809523809524,-0.13333333333333286,15
78070,22.1,90.9,30,1,24,25,24,24,29,28,31,28,38,22,29,64,24,30,25,29.666666666666668,106.23809523809526,-0.1999999999999993,15
80062,22.05,91.05000000000001,37,1,24,24,24,24,28,27,30,27,38,22,29,64,24,30,25,29.333333333333332,107.52380952380952,-0.3333333333333357,15
80069,22.0,91.2,40,1,24,24,24,24,28,26,30,27,38,22,29,64,24,30,25,29.266666666666666,107.92380952380952,-0.06666666666666643,15
82063,22.0,91.1,34,1,23,23,23,23,27,26,30,27,38,22,29,64,24,30,25,28.933333333333334,111.35238095238097,-0.33333333333333215,15
82070,22.0,91.0,41,1,23,23,24,23,26,26,29,27,38,22,29,64,24,30,25,28.866666666666667,110.83809523809524,-0.06666666666666643,15
84063,22.0,91.1,40,1,23,23,24,23,26,25,29,27,38,22,29,64,24,30,25,28.8,111.31428571428569,-0.06666666666666643,15
84071,22.0,91.2,40,1,23,23,24,23,25,24,28,26,38,22,29,64,24,30,25,28.533333333333335,112.6952380952381,-0.2666666666666657,15
86063,22.05,91.30000000000001,35,1,23,23,23,23,24,24,28,26,38,22,29,64,24,30,25,28.4,113.97142857142855,-0.1333333333333364,15
86073,22.1,91.4,46,1,23,23,23,23,24,24,27,26,38,22,29,64,24,30,25,28.333333333333332,114.0952380952381,-0.06666666666666643,15
88062,22.05,91.30000000000001,32,1,23,23,23,23,23,23,27,26,38,22,29,64,24,30,25,28.2,115.45714285714287,-0.13333333333333286,15
88073,22.0,91.2,39,1,24,24,24,24,24,24,27,25,38,22,29,64,24,30,25,28.533333333333335,111.69523809523811,0.3333333333333357,15
90062,22.0,91.2,40,1,24,24,24,24,24,24,26,25,38,22,29,64,24,30,25,28.466666666666665,111.9809523809524,-0.06666666666666998,15
90074,22.0,91.2,39,1,24,24,24,24,24,24,26,25,38,22,29,64,24,30,25,28.466666666666665,111.9809523809524,0.0,15
92072,22.1,91.1,50,1,24,24,23,24,24,24,25,25,38,22,29,64,24,30,25,28.333333333333332,113.09523809523807,-0.13333333333333286,15
92154,22.05,91.15,37,1,24,24,23,24,24,24,25,24,38,22,29,64,24,30,25,28.266666666666666,113.63809523809525,-0.06666666666666643,15
94074,22.0,91.2,48,1,24,24,24,24,24,24,24,24,38,22,29,64,24,30,25,28.266666666666666,113.4952380952381,0.0,15
94154,22.0,91.1,42,1,24,24,24,24,24,25,24,24,38,22,29,64,24,30,25,28.333333333333332,112.95238095238096,0.06666666666666643,15
96076,22.0,91.0,39,1,24,24,24,24,24,24,24,24,38,22,29,64,24,30,25,28.266666666666666,113.4952380952381,-0.06666666666666643,15
96156,22.0,91.1,42,1,24,24,24,24,25,25,25,25,38,22,29,64,24,30,25,28.533333333333335,111.26666666666668,0.26666666666666927,15
98078,22.0,91.2,35,1,24,26,24,26,26,28,27,27,38,22,29,64,24,30,25,29.333333333333332,105.80952380952381,0.7999999999999972,15
98144,22.0,91.2,37,1,24,26,25,26,29,30,29,29,38,22,29,64,24,30,25,30.0,103.00000000000001,0.6666666666666679,15
100078,22.0,91.2,37,1,25,26,26,26,30,33,31,31,38,22,29,64,24,30,25,30.666666666666668,101.66666666666664,0.6666666666666679,15
100120,22.0,91.1,38,1,26,26,26,26,30,33,30,31,38,22,29,64,24,30,25,30.666666666666668,100.95238095238093,0.0,15
102078,22.0,91.0,32,1,26,26,27,28,28,30,28,30,38,22,29,64,24,30,25,30.333333333333332,99.80952380952382,-0.3333333333333357,15
102095,22.033333333333335,91.13333333333334,34,1,26,26,27,29,26,27,26,28,38,22,29,64,24,30,25,29.8,102.31428571428569,-0.5333333333333314,15
104072,22.066666666666666,91.26666666666667,42,1,25,26,27,29,25,25,25,27,38,22,29,64,24,30,25,29.4,105.39999999999999,-0.40000000000000213,15
104078,22.1,91.4,30,1,25,26,26,27,25,25,25,26,38,22,29,64,24,30,25,29.133333333333333,106.55238095238097,-0.2666666666666657,15
106065,22.05,91.2,30,1,24,25,25,26,25,25,25,26,38,22,29,64,24,30,25,28.866666666666667,108.55238095238096,-0.2666666666666657,15
106078,22.0,91.0,25,1,24,25,25,26,26,25,26,26,38,22,29,64,24,30,25,29.0,107.57142857142856,0.13333333333333286,15
108064,22.05,91.2,36,1,25,25,25,26,26,25,26,26,37,22,29,64,24,30,25,29.0,105.7142857142857,0.0,15
108078,22.1,91.4,32,1,26,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.2,104.17142857142856,0.1999999999999993,15
110064,22.05,91.30000000000001,41,1,26,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.2,104.17142857142856,0.0,15
110077,22.0,91.2,40,1,26,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.2,104.17142857142856,0.0,15
112063,22.05,91.05000000000001,32,1,26,25,26,26,26,27,26,26,37,22,29,64,24,30,25,29.266666666666666,103.7809523809524,0.06666666666666643,15
112077,22.1,90.9,33,1,26,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.2,104.17142857142856,-0.06666666666666643,15
114064,22.1,90.9,40,1,25,25,26,26,25,26,26,25,37,22,29,64,24,30,25,29.0,105.7142857142857,-0.1999999999999993,15
114078,22.1,90.9,29,1,25,26,26,26,26,26,26,26,37,22,29,64,24,30,25,29.2,104.17142857142856,0.1999999999999993,15
116064,22.1,90.9,36,1,25,26,26,25,26,27,25,26,37,22,29,64,24,30,25,29.133333333333333,104.83809523809525,-0.06666666666666643,15
116078,22.1,90.9,39,1,25,26,26,25,26,26,26,26,37,22,29,64,24,30,25,29.133333333333333,104.69523809523811,0.0,15
118064,22.200000000000003,90.95,42,1,26,27,26,25,26,26,26,25,37,22,29,64,24,30,25,29.2,104.3142857142857,0.06666666666666643,15
118078,22.3,91.0,34,1,27,26,26,25,26,26,26,25,37,22,29,64,24,30,25,29.2,104.3142857142857,0.0,15
120064,22.15,91.0,35,1,28,26,26,25,26,25,25,25,37,22,29,64,24,30,25,29.133333333333333,105.12380952380954,-0.06666666666666643,15
120078,22.0,91.0,25,1,28,26,26,25,26,24,26,25,37,22,29,64,24,30,25,29.133333333333333,105.26666666666668,0.0,15
122063,22.05,90.95,37,1,26,25,26,25,25,24,26,25,37,22,29,64,24,30,25,28.866666666666667,106.83809523809524,-0.2666666666666657,15
122078,22.1,90.9,33,1,26,25,26,25,25,24,26,25,37,22,29,64,24,30,25,28.866666666666667,106.83809523809524,0.0,15
124063,22.1,91.0,34,1,25,25,26,25,25,25,25,25,37,22,29,64,24,30,25,28.8,107.17142857142855,-0.06666666666666643,15
124078,22.1,91.1,34,1,25,25,26,25,26,26,26,26,37,22,29,64,24,30,25,29.066666666666666,105.20952380952379,0.2666666666666657,15
126063,22.05,91.05,36,1,25,25,25,25,26,26,26,26,37,22,29,64,24,30,25,29.0,105.7142857142857,-0.06666666666666643,15
126077,22.0,91.0,34,1,25,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.133333333333333,104.69523809523811,0.13333333333333286,15
128063,22.0,91.0,37,1,25,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.133333333333333,104.69523809523811,0.0,15
128077,22.0,91.0,39,1,25,25,26,26,26,26,26,26,37,22,29,64,24,30,25,29.133333333333333,104.69523809523811,0.0,15
130064,22.0,91.0,40,1,25,25,25,25,25,25,25,25,37,22,29,64,24,30,25,28.733333333333334,107.63809523809526,-0.3999999999999986,15
130078,22.0,91.0,34,1,25,24,25,25,24,24,25,24,37,22,29,64,24,30,25,28.466666666666665,109.9809523809524,-0.26666666666666927,15
132064,21.9,91.0,42,1,25,24,25,25,24,24,25,24,37,22,29,64,24,30,25,28.466666666666665,109.9809523809524,0.0,15
132078,21.8,91.0,41,1,24,24,25,24,24,24,25,24,37,22,29,64,24,30,25,28.333333333333332,111.0952380952381,-0.13333333333333286,15
134064,21.9,90.85,30,1,24,24,25,24,24,24,25,25,37,22,29,64,24,30,25,28.4,110.54285714285712,0.06666666666666643,15
134078,22.0,90.7,42,1,24,24,25,24,24,24,25,26,37,22,29,64,24,30,25,28.466666666666665,110.12380952380954,0.06666666666666643,15
136064,22.0,90.85,35,1,25,24,25,24,25,25,25,28,37,22,29,64,24,30,25,28.8,107.88571428571426,0.3333333333333357,15
136078,22.0,91.0,41,1,25,25,26,24,25,26,26,27,37,22,29,64,24,30,25,29.0,105.99999999999999,0.1999999999999993,15
138063,22.05,91.05,41,1,25,26,26,25,25,26,26,26,37,22,29,64,24,30,25,29.066666666666666,105.20952380952379,0.06666666666666643,15
138078,22.1,91.1,35,1,25,26,26,25,25,26,26,25,37,22,29,64,24,30,25,29.0,105.7142857142857,-0.06666666666666643,15
140063,22.05,91.05,35,1,25,26,26,25,25,26,25,25,37,22,29,64,24,30,25,28.933333333333334,106.20952380952383,-0.06666666666666643,15
140078,22.0,91.0,24,1,25,26,26,25,25,26,26,25,37,22,29,64,24,30,25,29.0,105.7142857142857,0.06666666666666643,15
142063,22.05,91.2,37,1,25,26,25,25,25,26,26,25,37,22,29,64,24,30,25,28.933333333333334,106.20952380952383,-0.06666666666666643,15
142077,22.1,91.4,28,1,25,26,26,25,25,26,26,25,37,22,29,64,24,30,25,29.0,105.7142857142857,0.06666666666666643,15
144063,22.05,91.2,38,1,25,26,26,25,25,25,26,25,37,22,29,64,24,30,25,28.933333333333334,106.20952380952383,-0.06666666666666643,15
