Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15
72072,33.90,57.40,0,0,33,37,35,35,33,35,34,35,0,0,0,0,0,0,0
74072,33.90,57.30,0,0,35,35,35,35,35,35,34,36,0,0,0,0,0,0,0
76070,33.90,57.10,0,0,35,35,35,35,35,35,35,36,0,0,0,0,0,0,0
78070,33.90,56.80,0,0,34,32,35,36,33,34,35,35,0,0,0,0,0,0,0
80070,33.90,56.60,0,0,32,34,33,33,34,34,32,33,0,0,0,0,0,0,0
82072,33.90,56.30,0,0,34,35,37,36,34,35,34,35,0,0,0,0,0,0,0
84071,34.00,56.00,0,0,34,36,34,33,36,36,34,35,0,0,0,0,0,0,0
86072,33.90,55.90,0,0,35,36,34,33,35,36,36,34,0,0,0,0,0,0,0
88072,33.90,55.60,0,0,34,35,32,34,34,34,32,34,0,0,0,0,0,0,0
90072,34.00,55.30,0,0,34,34,32,34,34,33,32,34,0,0,0,0,0,0,0
92071,33.90,55.30,0,0,37,34,32,34,34,34,31,33,0,0,0,0,0,0,0
94071,33.90,55.20,0,0,33,34,32,33,34,34,33,36,0,0,0,0,0,0,0
96071,33.90,55.10,0,0,33,31,33,36,34,33,34,34,0,0,0,0,0,0,0
98072,33.70,55.00,0,0,34,33,34,34,33,33,33,33,0,0,0,0,0,0,0
100073,33.90,54.90,0,0,33,33,33,34,34,33,33,34,0,0,0,0,0,0,0
102073,33.90,54.90,0,0,33,33,32,33,34,33,32,32,0,0,0,0,0,0,0
104072,33.80,55.20,0,0,33,33,34,34,33,32,34,34,0,0,0,0,0,0,0
106072,33.80,55.40,0,0,33,32,33,35,33,32,33,34,0,0,0,0,0,0,0
108072,33.70,55.60,0,0,33,34,34,34,34,33,33,34,0,0,0,0,0,0,0
110072,33.80,55.50,0,0,33,33,32,34,33,32,33,34,0,0,0,0,0,0,0
112072,33.70,55.60,0,0,33,32,33,33,33,32,33,34,0,0,0,0,0,0,0
114073,33.70,55.60,0,0,33,32,32,33,34,33,32,33,0,0,0,0,0,0,0
116073,33.70,55.50,0,0,33,33,32,34,34,33,32,33,0,0,0,0,0,0,0
118073,33.70,55.50,0,0,34,34,33,33,33,34,34,34,0,0,0,0,0,0,0
120073,33.70,55.50,0,0,33,33,34,36,33,34,34,33,0,0,0,0,0,0,0
122073,33.60,55.40,0,0,35,34,34,34,35,34,33,33,0,0,0,0,0,0,0
124072,33.70,55.40,0,0,35,34,33,33,34,34,33,30,0,0,0,0,0,0,0
126072,33.70,55.40,0,0,34,34,33,32,34,34,33,32,0,0,0,0,0,0,0
128072,33.50,55.50,0,0,34,34,33,33,34,34,33,32,0,0,0,0,0,0,0
130073,33.60,55.50,0,0,34,34,32,33,35,34,33,33,0,0,0,0,0,0,0
132073,33.50,55.50,0,0,35,34,34,33,34,35,34,36,0,0,0,0,0,0,0
134073,33.40,55.60,0,0,35,34,34,33,35,35,34,33,0,0,0,0,0,0,0
136073,33.40,55.60,0,0,35,35,35,33,36,35,35,33,0,0,0,0,0,0,0
138072,33.40,55.80,0,0,35,35,34,33,35,36,34,33,0,0,0,0,0,0,0
140072,33.30,55.90,0,0,35,36,34,33,35,36,34,36,0,0,0,0,0,0,0
142072,33.30,56.10,0,0,35,36,34,34,34,36,35,35,0,0,0,0,0,0,0
144072,33.30,56.20,0,0,37,36,34,35,35,36,33,35,0,0,0,0,0,0,0
146073,33.20,56.40,0,0,35,36,34,35,35,36,34,34,0,0,0,0,0,0,0
148073,33.30,56.30,0,0,34,36,34,35,35,37,33,31,0,0,0,0,0,0,0
150073,33.10,56.50,0,0,34,36,35,35,34,36,36,36,0,0,0,0,0,0,0
152072,33.00,56.40,0,0,36,36,36,32,34,36,35,33,0,0,0,0,0,0,0
154072,33.00,56.40,0,0,34,36,37,33,35,36,34,33,0,0,0,0,0,0,0
156071,32.90,56.50,0,0,32,36,36,33,34,35,34,33,0,0,0,0,0,0,0
158072,32.90,56.60,0,0,33,36,35,33,34,36,35,37,0,0,0,0,0,0,0
160071,33.00,56.50,0,0,33,35,37,37,33,36,37,33,0,0,0,0,0,0,0
162073,33.00,56.60,0,0,33,35,37,33,33,36,37,33,0,0,0,0,0,0,0
164072,32.90,56.80,0,0,35,35,34,37,32,35,39,33,0,0,0,0,0,0,0
166072,32.90,56.90,0,0,34,35,36,37,33,35,35,37,0,0,0,0,0,0,0
168072,32.80,57.00,0,0,32,35,34,37,32,34,34,36,0,0,0,0,0,0,0
170072,32.80,57.00,0,0,33,31,35,35,33,33,35,36,0,0,0,0,0,0,0
172071,32.90,57.00,0,0,35,35,34,36,33,33,35,36,0,0,0,0,0,0,0
174106,32.80,57.10,0,0,33,33,35,34,35,34,34,36,0,0,0,0,0,0,0
176136,32.70,57.30,0,0,36,36,35,34,36,35,0,0,0,0,0,0,0,0,0
178136,32.70,57.30,0,0,35,33,35,34,36,0,0,0,0,0,0,0,0,0,0
180135,32.70,57.40,0,0,36,35,34,36,34,0,0,0,0,0,0,0,0,0,0
182134,32.70,57.50,0,0,36,34,35,36,33,0,0,0,0,0,0,0,0,0,0
184134,32.60,57.60,0,0,36,33,35,36,34,0,0,0,0,0,0,0,0,0,0
186134,32.60,57.70,0,0,35,33,35,36,35,0,0,0,0,0,0,0,0,0,0
188133,32.50,57.80,0,0,35,36,35,35,0,0,0,0,0,0,0,0,0,0,0
190140,32.50,57.90,0,0,35,33,35,35,35,0,0,0,0,0,0,0,0,0,0
192137,32.50,58.00,0,0,34,34,35,35,0,0,0,0,0,0,0,0,0,0,0
194131,nan,nan,0,0,33,35,35,36,0,0,0,0,0,0,0,0,0,0,0
196132,32.50,58.30,0,0,35,34,35,37,38,35,0,0,0,0,0,0,0,0,0
198125,32.50,58.50,0,0,36,25,35,36,36,38,37,0,0,0,0,0,0,0,0
200128,32.50,58.50,0,0,35,34,37,37,36,33,0,0,0,0,0,0,0,0,0
202128,32.40,58.60,0,0,36,34,35,38,38,34,0,0,0,0,0,0,0,0,0
204122,32.40,58.60,0,0,35,34,35,35,36,34,35,0,0,0,0,0,0,0,0
206071,nan,nan,0,0,35,35,37,36,35,36,0,0,0,0,0,0,0,0,0
208075,32.50,58.50,0,0,36,35,35,36,36,34,35,36,36,0,0,0,0,0,0
210076,32.30,58.60,0,0,34,36,36,36,35,36,38,36,0,0,0,0,0,0,0
212075,32.40,58.40,0,0,37,37,35,36,35,37,37,34,0,0,0,0,0,0,0
214075,32.20,58.50,0,0,36,36,38,35,36,37,37,35,0,0,0,0,0,0,0
216076,32.20,58.70,0,0,35,37,38,35,35,37,38,37,0,0,0,0,0,0,0
218075,32.20,59.00,0,0,35,36,37,36,36,35,38,36,0,0,0,0,0,0,0
220076,32.20,59.10,0,0,36,35,39,33,36,35,38,37,0,0,0,0,0,0,0
222075,32.20,59.20,0,0,36,33,39,36,36,39,36,37,0,0,0,0,0,0,0
224074,32.20,59.40,0,0,36,36,35,37,36,38,36,35,0,0,0,0,0,0,0
226074,32.20,59.50,0,0,37,38,35,36,38,35,35,0,0,0,0,0,0,0,0
228074,32.20,59.50,0,0,34,35,39,35,36,36,35,0,0,0,0,0,0,0,0
230074,32.20,59.50,0,0,34,36,35,35,37,34,34,0,0,0,0,0,0,0,0
232075,32.20,59.50,0,0,36,36,35,36,35,38,38,37,0,0,0,0,0,0,0
234075,32.10,59.40,0,0,36,38,36,37,36,37,37,36,0,0,0,0,0,0,0
236076,31.90,59.50,0,0,36,36,36,36,36,36,37,39,0,0,0,0,0,0,0
238074,32.10,59.40,0,0,36,36,36,37,35,36,36,37,0,0,0,0,0,0,0
240074,32.10,59.50,0,0,35,36,36,35,34,36,35,37,0,0,0,0,0,0,0
242076,32.00,59.40,0,0,37,37,35,37,38,36,35,37,0,0,0,0,0,0,0
244075,32.10,59.40,0,0,35,38,35,38,38,39,36,36,0,0,0,0,0,0,0
246075,32.00,59.20,0,0,40,40,38,37,36,35,37,39,0,0,0,0,0,0,0
248076,31.90,59.30,0,0,38,37,36,39,39,37,38,35,0,0,0,0,0,0,0
250076,31.90,59.30,0,0,37,38,36,35,38,36,37,38,0,0,0,0,0,0,0
252076,31.90,59.30,0,0,35,36,36,36,38,40,36,37,0,0,0,0,0,0,0
254075,31.90,59.30,0,0,38,38,37,38,39,38,36,38,0,0,0,0,0,0,0
256075,31.90,59.40,0,0,39,38,38,37,38,38,38,39,0,0,0,0,0,0,0
258075,31.80,59.50,0,0,38,38,37,38,38,37,37,0,0,0,0,0,0,0,0
260076,31.90,59.50,0,0,38,38,38,39,38,39,35,38,0,0,0,0,0,0,0
262076,31.90,59.50,0,0,38,38,38,37,39,37,37,35,0,0,0,0,0,0,0
264076,31.70,59.70,0,0,34,37,37,35,39,38,35,37,0,0,0,0,0,0,0
266076,31.80,59.60,0,0,40,38,39,35,37,38,37,36,0,0,0,0,0,0,0
268076,31.70,59.90,0,0,38,39,36,39,40,38,36,37,0,0,0,0,0,0,0
270075,31.80,59.90,0,0,38,38,35,38,36,38,36,38,0,0,0,0,0,0,0
272075,31.70,60.10,0,0,38,39,36,39,38,38,36,39,0,0,0,0,0,0,0
274076,31.70,60.30,0,0,40,38,36,37,36,39,36,35,0,0,0,0,0,0,0
276076,31.70,60.40,0,0,40,38,37,37,36,37,36,37,0,0,0,0,0,0,0
278076,31.70,60.60,0,0,38,37,38,35,36,38,36,35,0,0,0,0,0,0,0
280076,31.60,60.60,0,0,37,36,36,37,38,37,36,35,0,0,0,0,0,0,0
282076,31.70,60.70,0,0,36,37,36,37,35,39,36,37,0,0,0,0,0,0,0
284076,31.70,60.60,0,0,34,37,36,35,36,37,37,35,0,0,0,0,0,0,0
286075,31.70,60.60,0,0,36,37,37,37,36,38,37,35,0,0,0,0,0,0,0
288075,31.70,60.60,0,0,37,38,39,35,37,38,36,36,0,0,0,0,0,0,0
290076,31.60,60.40,0,0,37,38,37,38,37,37,39,38,0,0,0,0,0,0,0
292076,31.70,60.40,0,0,38,36,36,40,38,36,35,35,0,0,0,0,0,0,0
294076,31.60,60.30,0,0,38,36,39,38,38,38,38,37,0,0,0,0,0,0,0
296076,31.50,60.20,0,0,38,36,37,42,38,36,37,38,0,0,0,0,0,0,0
298075,31.70,60.20,0,0,39,38,35,40,38,37,38,0,0,0,0,0,0,0,0
300075,31.50,60.20,0,0,39,37,37,39,36,40,37,0,0,0,0,0,0,0,0
302074,31.60,60.30,0,0,36,36,36,38,36,35,39,0,0,0,0,0,0,0,0
304075,31.70,60.40,0,0,37,36,35,40,37,37,37,38,0,0,0,0,0,0,0
306075,31.50,60.30,0,0,36,38,36,37,37,39,37,0,0,0,0,0,0,0,0
308076,31.70,60.30,0,0,38,37,37,38,38,38,39,37,0,0,0,0,0,0,0
310075,31.50,60.30,0,0,37,38,37,36,37,36,36,0,0,0,0,0,0,0,0
312076,31.50,60.30,0,0,37,39,36,38,37,37,35,36,0,0,0,0,0,0,0
314076,31.50,60.30,0,0,37,37,35,38,37,37,40,35,0,0,0,0,0,0,0
316076,31.40,60.40,0,0,37,37,35,37,37,36,35,36,0,0,0,0,0,0,0
318075,31.70,60.30,0,0,37,38,35,36,39,36,36,35,0,0,0,0,0,0,0
320074,31.50,60.30,0,0,36,38,37,37,36,36,36,0,0,0,0,0,0,0,0
322076,31.50,60.40,0,0,38,36,38,37,38,38,38,35,0,0,0,0,0,0,0
324076,31.40,60.60,0,0,37,35,36,35,37,35,36,36,0,0,0,0,0,0,0
326076,31.60,60.60,0,0,37,37,36,36,37,37,37,36,0,0,0,0,0,0,0
328076,31.50,60.60,0,0,36,37,37,36,37,37,38,36,0,0,0,0,0,0,0
330076,31.70,60.60,0,0,36,37,35,37,39,37,37,39,0,0,0,0,0,0,0
332076,31.50,60.40,0,0,39,38,36,38,39,36,38,39,0,0,0,0,0,0,0
334075,31.60,60.40,0,0,36,35,36,39,36,35,34,37,0,0,0,0,0,0,0
336074,31.70,60.20,0,0,36,37,37,37,37,37,39,0,0,0,0,0,0,0,0
338076,31.80,60.00,0,0,37,39,39,40,38,38,37,38,0,0,0,0,0,0,0
340076,31.90,59.90,0,0,41,36,36,38,36,36,37,42,0,0,0,0,0,0,0
342076,31.80,59.80,0,0,37,36,36,37,39,39,39,36,0,0,0,0,0,0,0
344073,32.00,59.60,0,0,37,35,35,37,36,37,0,0,0,0,0,0,0,0,0
346114,32.00,59.40,0,0,37,38,38,37,0,0,0,0,0,0,0,0,0,0,0
348137,32.10,59.20,0,0,39,35,37,37,40,0,0,0,0,0,0,0,0,0,0
350136,32.20,59.00,0,0,37,36,36,37,0,0,0,0,0,0,0,0,0,0,0
352135,32.40,58.80,0,0,38,37,37,0,0,0,0,0,0,0,0,0,0,0,0
354138,32.40,58.70,0,0,39,37,38,39,0,0,0,0,0,0,0,0,0,0,0
356139,32.50,58.50,0,0,38,37,37,37,37,0,0,0,0,0,0,0,0,0,0
358138,32.50,58.30,0,0,36,37,38,33,36,0,0,0,0,0,0,0,0,0,0
360138,32.60,58.10,0,0,36,37,39,36,38,0,0,0,0,0,0,0,0,0,0
362139,32.70,58.00,0,0,35,35,37,37,0,0,0,0,0,0,0,0,0,0,0
364139,32.80,57.80,0,0,35,36,36,37,0,0,0,0,0,0,0,0,0,0,0
366141,32.90,57.70,0,0,36,35,37,37,0,0,0,0,0,0,0,0,0,0,0
368141,32.90,57.70,0,0,35,35,38,37,0,0,0,0,0,0,0,0,0,0,0
370141,33.00,57.40,0,0,36,37,38,37,0,0,0,0,0,0,0,0,0,0,0
372142,33.20,57.20,0,0,35,36,34,37,0,0,0,0,0,0,0,0,0,0,0
374142,33.20,57.10,0,0,35,35,33,35,0,0,0,0,0,0,0,0,0,0,0
376142,33.30,56.70,0,0,38,36,35,36,0,0,0,0,0,0,0,0,0,0,0
378138,33.30,56.40,0,0,35,36,34,36,0,0,0,0,0,0,0,0,0,0,0
380141,33.40,56.10,0,0,34,36,35,35,0,0,0,0,0,0,0,0,0,0,0
382143,33.70,55.80,0,0,36,36,34,34,0,0,0,0,0,0,0,0,0,0,0
384142,33.50,55.60,0,0,36,34,33,34,0,0,0,0,0,0,0,0,0,0,0
386142,33.80,55.20,0,0,35,34,36,36,0,0,0,0,0,0,0,0,0,0,0
388143,33.70,55.10,0,0,35,34,35,36,0,0,0,0,0,0,0,0,0,0,0
390141,33.70,55.00,0,0,36,32,35,36,0,0,0,0,0,0,0,0,0,0,0
392141,33.70,54.90,0,0,36,34,36,35,0,0,0,0,0,0,0,0,0,0,0
394142,33.80,54.70,0,0,35,36,34,35,36,0,0,0,0,0,0,0,0,0,0
396142,33.60,54.80,0,0,36,34,36,34,0,0,0,0,0,0,0,0,0,0,0
398140,33.70,54.80,0,0,36,34,35,36,0,0,0,0,0,0,0,0,0,0,0
400142,33.70,54.70,0,0,38,35,33,35,0,0,0,0,0,0,0,0,0,0,0
402141,33.70,54.60,0,0,3,36,34,35,36,0,0,0,0,0,0,0,0,0,0
404143,33.80,54.30,0,0,36,36,33,35,0,0,0,0,0,0,0,0,0,0,0
406145,33.70,54.40,0,0,36,3,36,33,36,36,0,0,0,0,0,0,0,0,0
408142,33.80,54.20,0,0,37,34,36,34,37,37,0,0,0,0,0,0,0,0,0
410140,33.70,54.40,0,0,36,34,38,33,36,36,0,0,0,0,0,0,0,0,0
412144,33.60,54.50,0,0,36,6,3,36,34,35,36,0,0,0,0,0,0,0,0
414143,33.60,54.70,0,0,37,35,34,35,36,0,0,0,0,0,0,0,0,0,0
416142,33.70,55.00,0,0,36,36,35,35,36,0,0,0,0,0,0,0,0,0,0
418144,33.70,55.20,0,0,36,8,36,34,36,35,37,0,0,0,0,0,0,0,0
420143,33.50,55.20,0,0,35,34,35,35,35,0,0,0,0,0,0,0,0,0,0
422144,33.60,55.30,0,0,34,35,36,35,36,37,36,0,0,0,0,0,0,0,0
424144,33.60,55.30,0,0,36,35,35,36,36,37,35,0,0,0,0,0,0,0,0
426140,33.60,55.30,0,0,36,13,33,35,37,36,37,35,0,0,0,0,0,0,0
428136,33.40,55.50,0,0,37,35,36,38,37,37,0,0,0,0,0,0,0,0,0
430112,33.60,55.50,0,0,38,35,39,37,39,34,0,0,0,0,0,0,0,0,0
432120,33.60,55.60,0,0,36,35,37,35,38,35,35,0,0,0,0,0,0,0,0
434115,33.50,55.50,0,0,37,37,34,34,37,35,0,0,0,0,0,0,0,0,0
436108,33.70,55.30,0,0,34,36,36,34,34,36,36,36,0,0,0,0,0,0,0
438104,33.80,55.30,0,0,34,36,36,36,33,33,36,35,0,0,0,0,0,0,0
440092,33.70,55.70,0,0,33,34,35,35,33,34,34,35,0,0,0,0,0,0,0
442085,33.80,55.90,0,0,34,34,35,34,34,34,35,0,0,0,0,0,0,0,0
444081,33.70,56.10,0,0,33,36,35,33,33,35,35,0,0,0,0,0,0,0,0
446081,33.90,56.00,0,0,36,34,35,34,34,34,34,34,0,0,0,0,0,0,0
448078,34.00,55.90,0,0,34,34,34,35,34,35,34,0,0,0,0,0,0,0,0
450080,34.00,55.80,0,0,35,34,35,34,35,34,35,34,0,0,0,0,0,0,0
452079,34.00,55.60,0,0,35,35,34,36,34,35,37,34,0,0,0,0,0,0,0
454079,34.00,55.50,0,0,35,34,36,34,35,35,34,34,0,0,0,0,0,0,0
456079,34.00,55.20,0,0,34,35,34,36,35,37,37,34,0,0,0,0,0,0,0
458080,33.90,55.00,0,0,37,36,36,34,36,35,35,35,34,0,0,0,0,0,0
460079,33.90,54.70,0,0,35,39,37,37,35,36,37,0,0,0,0,0,0,0,0
462078,34.00,54.40,0,0,38,35,36,37,35,38,38,36,35,0,0,0,0,0,0
464078,33.90,54.30,0,0,35,38,37,36,35,38,39,36,0,0,0,0,0,0,0
466077,33.80,54.20,0,0,35,38,37,37,37,38,35,35,0,0,0,0,0,0,0
468079,33.60,54.20,0,0,37,38,34,38,37,35,39,35,0,0,0,0,0,0,0
470079,33.70,54.10,0,0,36,35,37,38,35,36,39,34,0,0,0,0,0,0,0
472079,33.70,54.10,0,0,37,38,37,34,36,36,36,36,0,0,0,0,0,0,0
474078,33.50,54.00,0,0,36,37,38,35,36,39,38,37,0,0,0,0,0,0,0
476079,33.60,54.00,0,0,36,39,37,39,38,39,37,36,0,0,0,0,0,0,0
478077,33.40,54.10,0,0,36,39,36,37,36,39,39,36,0,0,0,0,0,0,0
480077,33.50,54.00,0,0,36,39,39,35,36,40,38,36,0,0,0,0,0,0,0
482077,33.50,54.00,0,0,36,39,40,36,37,39,38,37,0,0,0,0,0,0,0
484079,33.40,54.20,0,0,36,38,36,36,35,40,39,37,0,0,0,0,0,0,0
486078,33.10,54.40,0,0,34,38,36,39,36,40,35,37,0,0,0,0,0,0,0
488079,33.20,54.40,0,0,36,38,36,37,39,40,36,37,0,0,0,0,0,0,0
490078,33.10,54.40,0,0,35,37,38,37,36,40,35,37,0,0,0,0,0,0,0
492079,33.00,54.60,0,0,36,40,36,37,36,37,37,37,0,0,0,0,0,0,0
494078,33.10,54.70,0,0,36,37,35,38,36,36,39,35,0,0,0,0,0,0,0
496078,33.00,54.80,0,0,37,35,35,37,36,37,35,36,0,0,0,0,0,0,0
498078,33.00,54.80,0,0,37,37,36,37,37,36,40,38,0,0,0,0,0,0,0
500078,33.00,54.90,0,0,39,37,38,40,37,37,38,39,0,0,0,0,0,0,0
502078,33.00,55.00,0,0,39,36,37,39,37,36,36,38,0,0,0,0,0,0,0
504078,33.00,55.20,0,0,38,36,36,40,38,36,37,37,0,0,0,0,0,0,0
506078,32.90,55.40,0,0,37,37,37,37,39,35,38,40,0,0,0,0,0,0,0
508078,32.80,55.50,0,0,39,37,37,39,37,38,37,35,0,0,0,0,0,0,0
510078,32.80,55.60,0,0,41,38,36,37,40,39,36,38,0,0,0,0,0,0,0
512078,32.80,55.70,0,0,39,38,38,35,40,37,37,35,0,0,0,0,0,0,0
514078,32.70,56.00,0,0,37,37,39,37,39,37,37,37,0,0,0,0,0,0,0
516078,32.70,56.10,0,0,37,38,37,37,37,37,38,36,0,0,0,0,0,0,0
518079,32.60,56.10,0,0,37,37,36,38,37,38,37,36,0,0,0,0,0,0,0
520078,32.70,56.10,0,0,39,37,37,36,38,35,37,37,0,0,0,0,0,0,0
522078,32.50,56.10,0,0,40,37,36,37,41,37,37,38,0,0,0,0,0,0,0
524079,32.60,56.10,0,0,39,37,37,36,38,36,38,41,0,0,0,0,0,0,0
526078,32.50,56.20,0,0,36,37,38,40,35,36,38,38,0,0,0,0,0,0,0
528077,32.50,56.30,0,0,36,36,39,39,36,39,37,38,0,0,0,0,0,0,0
530076,32.50,56.40,0,0,37,36,38,37,35,38,37,0,0,0,0,0,0,0,0
532078,32.50,56.40,0,0,35,36,37,39,37,36,36,37,0,0,0,0,0,0,0
534078,32.40,56.60,0,0,35,36,35,36,35,35,35,37,0,0,0,0,0,0,0
536078,32.30,56.70,0,0,35,36,37,37,38,37,36,39,0,0,0,0,0,0,0
538078,32.40,56.80,0,0,37,36,38,37,38,35,39,37,0,0,0,0,0,0,0
540078,32.30,56.80,0,0,38,35,37,37,37,37,35,40,0,0,0,0,0,0,0
542077,32.20,56.90,0,0,37,35,38,37,38,37,40,36,0,0,0,0,0,0,0
544077,32.30,56.90,0,0,38,34,40,38,37,36,38,36,0,0,0,0,0,0,0
546077,32.40,56.90,0,0,37,37,40,36,39,37,38,36,0,0,0,0,0,0,0
548078,32.20,57.00,0,0,36,36,36,39,36,36,38,36,0,0,0,0,0,0,0
550078,32.20,57.00,0,0,37,39,38,38,38,39,38,38,0,0,0,0,0,0,0
552078,32.30,56.90,0,0,38,37,40,38,37,38,37,40,0,0,0,0,0,0,0
554078,32.10,57.00,0,0,38,37,37,38,37,37,36,38,0,0,0,0,0,0,0
556078,32.20,57.00,0,0,35,35,36,35,35,38,37,37,0,0,0,0,0,0,0
558076,32.20,57.10,0,0,38,38,36,39,37,38,36,0,0,0,0,0,0,0,0
560077,32.20,57.10,0,0,36,38,37,39,38,37,38,38,0,0,0,0,0,0,0
562078,32.10,57.30,0,0,37,37,38,38,37,37,37,39,0,0,0,0,0,0,0
