Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15
178800,30.53321632,42.37418191,100,0,49,50,49,50,51,0,0,0,0,0,0,0,0,0,0
187400,35.86241236,40.83830433,42,0,48,47,51,51,49,0,0,0,0,0,0,0,0,0,0
100500,35.27026693,56.65660754,9,0,53,51,49,54,52,0,0,0,0,0,0,0,0,0,0
175600,37.67661315,43.69264915,63,0,51,51,48,50,48,0,0,0,0,0,0,0,0,0,0
180000,37.65201119,45.92715227,30,0,53,51,49,51,52,0,0,0,0,0,0,0,0,0,0
16500,36.68241996,59.58209876,39,0,48,48,51,49,50,0,0,0,0,0,0,0,0,0,0
41400,35.0546977,50.10910236,41,0,50,51,50,49,51,0,0,0,0,0,0,0,0,0,0
144500,31.41719832,52.99017859,20,0,48,53,51,48,46,0,0,0,0,0,0,0,0,0,0
108500,33.73921209,53.60223771,50,0,50,48,50,51,48,0,0,0,0,0,0,0,0,0,0
150800,34.86324074,56.94775861,26,0,50,50,53,48,49,0,0,0,0,0,0,0,0,0,0
66600,31.96766183,42.73201807,11,0,46,51,49,50,49,0,0,0,0,0,0,0,0,0,0
126800,34.80016438,52.56852913,86,0,48,50,49,52,50,0,0,0,0,0,0,0,0,0,0
23800,35.16377837,41.57938324,70,0,53,48,49,51,50,0,0,0,0,0,0,0,0,0,0
132200,36.97426853,55.33030099,40,0,51,49,48,50,50,0,0,0,0,0,0,0,0,0,0
126100,36.38047281,50.15610128,83,0,51,52,47,48,47,0,0,0,0,0,0,0,0,0,0
62400,34.94603817,47.54636108,95,0,47,51,51,50,49,0,0,0,0,0,0,0,0,0,0
19400,32.71223833,42.21978938,62,0,49,50,47,48,53,0,0,0,0,0,0,0,0,0,0
78800,33.69604643,59.02859621,49,0,49,52,52,53,49,0,0,0,0,0,0,0,0,0,0
127100,36.88097918,40.19957553,13,0,49,51,50,50,52,0,0,0,0,0,0,0,0,0,0
156800,34.9908746,55.54098571,84,0,50,53,54,50,50,0,0,0,0,0,0,0,0,0,0
99600,37.3385086,43.14546416,12,0,50,51,49,49,51,0,0,0,0,0,0,0,0,0,0
149800,33.03828624,43.9330717,57,0,51,50,52,51,51,0,0,0,0,0,0,0,0,0,0
130400,35.67248416,44.40222652,43,0,52,47,49,49,52,0,0,0,0,0,0,0,0,0,0
5100,36.20106259,49.69392574,69,0,48,49,48,52,49,0,0,0,0,0,0,0,0,0,0
147100,35.90759367,55.58205173,31,0,54,48,50,51,50,0,0,0,0,0,0,0,0,0,0
145000,33.97739811,49.09528685,29,0,47,50,51,50,50,0,0,0,0,0,0,0,0,0,0
163300,36.36359969,47.02438775,19,0,54,51,51,47,52,0,0,0,0,0,0,0,0,0,0
101700,34.54356184,48.09054771,32,0,48,53,52,47,51,0,0,0,0,0,0,0,0,0,0
61900,35.98607752,46.26695835,86,0,51,50,51,51,51,0,0,0,0,0,0,0,0,0,0
184100,33.45661506,40.65318122,14,0,49,52,51,47,48,0,0,0,0,0,0,0,0,0,0
174700,32.07850567,48.22394978,98,0,51,47,51,46,52,0,0,0,0,0,0,0,0,0,0
154700,34.40181234,49.6907599,5,0,50,52,52,48,51,0,0,0,0,0,0,0,0,0,0
28100,32.70396125,47.23706186,73,0,50,51,50,48,54,0,0,0,0,0,0,0,0,0,0
101600,31.44460276,54.65398101,4,0,50,51,49,51,54,0,0,0,0,0,0,0,0,0,0
100600,35.53821252,58.12174121,78,0,49,50,52,48,50,0,0,0,0,0,0,0,0,0,0
142000,32.52924884,55.28706773,19,0,48,49,49,52,52,0,0,0,0,0,0,0,0,0,0
68400,37.43500791,46.74691094,78,0,49,52,53,50,46,0,0,0,0,0,0,0,0,0,0
1300,31.69871289,42.78490742,19,0,49,48,49,50,50,0,0,0,0,0,0,0,0,0,0
180100,35.90006688,58.76631457,10,0,53,53,52,52,52,0,0,0,0,0,0,0,0,0,0
186300,34.36021535,45.10672748,42,0,53,50,51,48,46,0,0,0,0,0,0,0,0,0,0
26200,31.12067212,57.8504658,41,0,49,49,50,47,52,0,0,0,0,0,0,0,0,0,0
11000,32.31801162,42.81423056,56,0,51,54,50,48,51,0,0,0,0,0,0,0,0,0,0
28400,34.62624113,42.80048195,55,0,46,50,47,50,47,0,0,0,0,0,0,0,0,0,0
140500,33.79704701,56.13330106,90,0,49,51,46,50,48,0,0,0,0,0,0,0,0,0,0
69700,34.64990577,46.23727716,51,0,46,47,54,51,50,0,0,0,0,0,0,0,0,0,0
8600,35.83684943,42.109474,13,0,51,50,51,50,48,0,0,0,0,0,0,0,0,0,0
1100,37.75927882,41.25306407,39,0,51,47,52,49,49,0,0,0,0,0,0,0,0,0,0
700,36.92940917,55.53421114,41,0,51,48,47,47,52,0,0,0,0,0,0,0,0,0,0
140400,35.31043622,54.96367824,35,0,52,48,48,50,51,0,0,0,0,0,0,0,0,0,0
195800,35.08941892,41.01244945,77,0,51,51,49,49,51,0,0,0,0,0,0,0,0,0,0
182300,36.19707025,46.56358966,73,0,47,50,47,47,47,0,0,0,0,0,0,0,0,0,0
105400,37.98347288,53.13512127,44,0,50,50,50,49,45,0,0,0,0,0,0,0,0,0,0
17200,34.09674447,43.49762874,44,0,51,49,49,50,47,0,0,0,0,0,0,0,0,0,0
135500,36.9873859,41.53943339,41,0,47,49,47,51,47,0,0,0,0,0,0,0,0,0,0
65600,32.27020725,56.44359774,84,0,47,51,52,51,52,0,0,0,0,0,0,0,0,0,0
22600,37.78408444,46.02530522,36,0,50,55,52,51,52,0,0,0,0,0,0,0,0,0,0
16600,32.56624052,52.68284277,24,0,51,50,48,49,48,0,0,0,0,0,0,0,0,0,0
165900,33.57762032,58.21211434,63,0,50,50,52,54,52,0,0,0,0,0,0,0,0,0,0
22500,31.95191715,49.37535931,73,0,52,54,49,50,52,0,0,0,0,0,0,0,0,0,0
178300,35.09761181,56.53102148,11,0,49,50,52,50,51,0,0,0,0,0,0,0,0,0,0
148300,30.04606928,58.42615024,73,0,47,50,48,49,49,0,0,0,0,0,0,0,0,0,0
130900,36.51860091,49.28477039,89,0,52,50,50,50,49,0,0,0,0,0,0,0,0,0,0
80600,37.47493612,55.14620414,8,0,48,49,47,51,48,0,0,0,0,0,0,0,0,0,0
173100,34.99116669,59.36152763,35,0,51,48,48,50,50,0,0,0,0,0,0,0,0,0,0
169400,32.94027538,46.90167491,75,0,48,52,50,49,49,0,0,0,0,0,0,0,0,0,0
155300,37.07365171,50.11017521,61,0,49,52,51,51,46,0,0,0,0,0,0,0,0,0,0
152700,32.45831972,55.18585014,8,0,49,51,50,51,50,0,0,0,0,0,0,0,0,0,0
80300,34.85372037,59.20271209,19,0,55,48,49,53,52,0,0,0,0,0,0,0,0,0,0
151800,31.94785837,41.42069778,11,0,49,49,49,52,55,0,0,0,0,0,0,0,0,0,0
63100,37.1616547,54.07714183,31,0,48,49,50,50,48,0,0,0,0,0,0,0,0,0,0
60400,30.96508697,40.00269386,75,0,49,50,53,50,50,0,0,0,0,0,0,0,0,0,0
8500,32.60146658,49.95625016,6,0,48,47,50,50,51,0,0,0,0,0,0,0,0,0,0
67600,30.89631122,47.35571976,5,0,50,46,49,49,54,0,0,0,0,0,0,0,0,0,0
186600,30.34538989,48.26345034,73,0,46,48,51,52,47,0,0,0,0,0,0,0,0,0,0
114800,36.80465383,55.74774054,62,0,45,47,50,50,48,0,0,0,0,0,0,0,0,0,0
166300,33.97570786,40.69823105,58,0,52,52,48,50,49,0,0,0,0,0,0,0,0,0,0
123700,33.78567925,59.19725605,66,0,49,52,49,45,48,0,0,0,0,0,0,0,0,0,0
40500,37.16418583,52.11558499,68,0,51,49,52,48,48,0,0,0,0,0,0,0,0,0,0
94300,36.63793443,54.28848328,36,0,50,49,53,48,52,0,0,0,0,0,0,0,0,0,0
29900,30.68277972,46.77721299,60,0,53,49,50,51,49,0,0,0,0,0,0,0,0,0,0
31100,30.62765105,57.48445049,94,0,48,47,46,52,48,0,0,0,0,0,0,0,0,0,0
108700,31.33627157,40.30789783,6,0,49,50,52,51,50,0,0,0,0,0,0,0,0,0,0
19800,37.09669139,50.9329644,44,0,52,48,49,49,49,0,0,0,0,0,0,0,0,0,0
60300,30.70962027,46.35173591,37,0,49,51,50,48,53,0,0,0,0,0,0,0,0,0,0
49700,30.6218771,57.31154291,13,0,52,51,50,50,51,0,0,0,0,0,0,0,0,0,0
78600,34.66713436,59.21253951,88,0,48,45,50,52,55,0,0,0,0,0,0,0,0,0,0
124900,34.93320252,52.62837842,48,0,53,49,49,49,49,0,0,0,0,0,0,0,0,0,0
96800,34.53123712,58.94181334,96,0,50,52,50,51,49,0,0,0,0,0,0,0,0,0,0
89200,36.64175892,55.42245632,61,0,53,55,48,54,49,0,0,0,0,0,0,0,0,0,0
184800,37.0953992,54.29506553,32,0,49,50,48,51,50,0,0,0,0,0,0,0,0,0,0
93100,36.67944189,53.22028508,34,0,47,51,50,49,46,0,0,0,0,0,0,0,0,0,0
137800,32.87386696,41.76769894,81,0,52,48,49,51,48,0,0,0,0,0,0,0,0,0,0
145600,35.51621401,50.00718892,37,0,50,51,50,47,46,0,0,0,0,0,0,0,0,0,0
47200,30.3452793,58.18909222,21,0,55,47,48,53,51,0,0,0,0,0,0,0,0,0,0
123400,35.2133346,47.82065738,50,0,52,52,49,50,52,0,0,0,0,0,0,0,0,0,0
144300,33.55000175,59.91262219,95,0,49,52,50,49,48,0,0,0,0,0,0,0,0,0,0
119900,31.04068992,47.85461487,28,0,48,53,48,54,46,0,0,0,0,0,0,0,0,0,0
25600,37.48923819,50.34892704,100,0,50,50,53,51,49,0,0,0,0,0,0,0,0,0,0
177800,32.03736498,53.14060996,82,0,53,50,48,48,48,0,0,0,0,0,0,0,0,0,0
192700,33.84778312,53.19011963,67,0,51,50,48,51,50,0,0,0,0,0,0,0,0,0,0
115700,37.04696607,41.28012693,76,0,49,49,48,49,49,0,0,0,0,0,0,0,0,0,0
48900,37.12211027,47.50659816,56,0,50,45,50,49,53,0,0,0,0,0,0,0,0,0,0
188400,31.28057308,57.72363544,48,0,52,47,51,53,49,0,0,0,0,0,0,0,0,0,0
103600,32.71899971,48.64037855,62,0,50,51,51,50,48,0,0,0,0,0,0,0,0,0,0
140700,36.44536122,59.95256595,44,0,52,51,47,52,51,0,0,0,0,0,0,0,0,0,0
34300,33.47081319,47.09542584,83,0,50,53,53,50,49,0,0,0,0,0,0,0,0,0,0
176300,33.9059291,45.75890685,17,0,51,51,49,49,46,0,0,0,0,0,0,0,0,0,0
178900,34.14726418,59.61136454,21,0,50,50,50,49,50,0,0,0,0,0,0,0,0,0,0
87800,30.21676794,51.82260607,36,0,51,50,50,51,50,0,0,0,0,0,0,0,0,0,0
159900,37.153527,53.23334519,72,0,47,52,49,50,50,0,0,0,0,0,0,0,0,0,0
83500,33.3514036,58.39062049,9,0,51,48,51,50,48,0,0,0,0,0,0,0,0,0,0
130700,36.41382466,41.37427355,39,0,52,55,54,48,51,0,0,0,0,0,0,0,0,0,0
50100,34.28877093,55.29055589,51,0,49,51,50,50,53,0,0,0,0,0,0,0,0,0,0
151200,37.64418957,59.50686267,87,0,49,49,53,53,51,49,0,0,0,0,0,0,0,0,0
161500,35.35589564,41.74034437,84,0,53,51,53,50,46,51,0,0,0,0,0,0,0,0,0
113400,35.46607011,44.00564036,96,0,49,52,51,50,51,50,0,0,0,0,0,0,0,0,0
188500,33.6924598,58.68608228,49,0,55,51,49,51,53,54,0,0,0,0,0,0,0,0,0
71400,32.79094613,40.02707251,51,0,47,52,48,49,51,49,0,0,0,0,0,0,0,0,0
19100,37.17772606,58.14390061,87,0,53,49,50,49,45,52,0,0,0,0,0,0,0,0,0
55200,34.41525471,56.1647042,15,0,53,52,50,49,49,47,0,0,0,0,0,0,0,0,0
162900,33.60296749,52.5465787,9,0,52,51,49,52,50,49,0,0,0,0,0,0,0,0,0
69000,32.58943389,50.61875357,37,0,52,48,51,50,49,53,0,0,0,0,0,0,0,0,0
191800,33.13220559,53.42186314,29,0,51,48,50,53,52,52,0,0,0,0,0,0,0,0,0
91700,37.58762646,56.96850758,37,0,52,48,50,52,51,50,0,0,0,0,0,0,0,0,0
11700,31.49256047,52.3059605,41,0,51,48,51,49,48,50,0,0,0,0,0,0,0,0,0
30900,32.16665801,46.90446286,78,0,47,49,51,48,49,47,0,0,0,0,0,0,0,0,0
35200,35.26954905,52.25146937,41,0,52,49,53,53,50,45,0,0,0,0,0,0,0,0,0
78500,37.26760449,44.83954261,38,0,51,50,52,52,49,51,0,0,0,0,0,0,0,0,0
147700,36.09828108,50.71870158,69,0,49,51,49,48,51,48,0,0,0,0,0,0,0,0,0
3600,32.43691015,42.2819157,98,0,52,53,50,52,50,45,0,0,0,0,0,0,0,0,0
196600,31.47581003,46.12865645,91,0,48,50,51,47,52,52,0,0,0,0,0,0,0,0,0
136100,31.68529751,45.43892079,23,0,48,49,48,49,49,53,0,0,0,0,0,0,0,0,0
55400,37.01322882,41.44632951,46,0,48,52,51,49,52,50,0,0,0,0,0,0,0,0,0
182100,30.97109135,47.25119593,45,0,49,50,47,51,52,50,0,0,0,0,0,0,0,0,0
193300,34.82790133,44.45352158,99,0,48,52,50,49,52,51,0,0,0,0,0,0,0,0,0
142400,37.89304098,56.74239256,44,0,50,50,48,50,54,49,0,0,0,0,0,0,0,0,0
159300,30.8328772,51.58628933,97,0,47,53,47,51,50,52,0,0,0,0,0,0,0,0,0
61700,32.21502119,45.40786573,88,0,50,53,49,51,49,47,0,0,0,0,0,0,0,0,0
27900,36.36634136,41.41864432,39,0,51,50,47,50,48,53,0,0,0,0,0,0,0,0,0
40100,37.22042325,41.43423778,52,0,51,50,51,52,50,50,0,0,0,0,0,0,0,0,0
116400,31.28607917,41.12352155,15,0,47,53,49,49,52,54,0,0,0,0,0,0,0,0,0
119500,36.97229445,50.11268307,80,0,50,50,50,51,46,50,0,0,0,0,0,0,0,0,0
15100,31.91649513,43.47523186,0,0,51,50,49,50,50,51,0,0,0,0,0,0,0,0,0
115800,36.97474822,56.49486475,47,0,50,50,53,49,51,52,0,0,0,0,0,0,0,0,0
5000,37.75667702,49.16601283,93,0,47,50,52,49,51,50,0,0,0,0,0,0,0,0,0
82800,35.90000998,48.57404042,31,0,48,47,49,50,50,44,0,0,0,0,0,0,0,0,0
17000,35.42051489,53.72654393,18,0,48,51,48,47,53,49,0,0,0,0,0,0,0,0,0
145700,35.41210709,53.81767953,39,0,53,52,54,48,48,51,0,0,0,0,0,0,0,0,0
117800,36.08822322,56.28251371,54,0,51,51,50,51,48,48,0,0,0,0,0,0,0,0,0
10300,34.06856553,53.91798236,17,0,50,48,50,50,48,50,0,0,0,0,0,0,0,0,0
130200,30.41577027,51.1811857,76,0,47,49,46,53,49,49,0,0,0,0,0,0,0,0,0
22800,37.13637244,45.94475615,47,0,49,52,51,44,52,51,0,0,0,0,0,0,0,0,0
82700,32.77562562,41.90798555,17,0,52,50,49,48,51,50,0,0,0,0,0,0,0,0,0
12200,32.5440278,59.34253231,70,0,52,50,50,48,48,51,0,0,0,0,0,0,0,0,0
1200,36.65954113,58.12874907,70,0,53,48,54,53,51,51,0,0,0,0,0,0,0,0,0
51700,36.48442665,49.53686937,90,0,51,47,47,49,47,49,0,0,0,0,0,0,0,0,0
109600,31.76388967,59.54013909,84,0,50,50,51,48,50,54,0,0,0,0,0,0,0,0,0
162700,34.28662148,57.41338068,34,0,47,49,50,50,48,52,0,0,0,0,0,0,0,0,0
143700,35.6374461,51.93703754,84,0,51,50,49,50,54,49,0,0,0,0,0,0,0,0,0
10800,31.83038532,45.53808975,89,0,48,49,49,47,48,50,0,0,0,0,0,0,0,0,0
41900,36.01899624,47.7597352,18,0,48,51,50,49,51,50,0,0,0,0,0,0,0,0,0
136400,35.86490418,58.78136959,52,0,48,52,51,53,51,50,0,0,0,0,0,0,0,0,0
39600,36.86730201,43.08919494,30,0,50,50,51,49,47,49,0,0,0,0,0,0,0,0,0
88700,31.90546225,48.18824144,68,0,50,51,49,52,48,49,0,0,0,0,0,0,0,0,0
122000,37.6069085,50.298667,30,0,49,49,48,49,54,48,0,0,0,0,0,0,0,0,0
106000,36.98941691,45.94581581,93,0,51,48,50,53,52,45,0,0,0,0,0,0,0,0,0
2900,30.3716033,53.08349203,36,0,51,50,47,51,53,51,0,0,0,0,0,0,0,0,0
140600,36.75336359,57.16046542,97,0,50,47,52,48,45,51,0,0,0,0,0,0,0,0,0
106800,32.83697726,45.01786091,92,0,51,48,52,50,50,47,0,0,0,0,0,0,0,0,0
139400,32.69602541,58.01921791,72,0,52,52,51,50,50,53,0,0,0,0,0,0,0,0,0
47300,37.12914491,54.44286471,36,0,52,50,47,50,47,51,0,0,0,0,0,0,0,0,0
52800,30.45100397,40.1772657,57,0,53,54,46,49,51,49,0,0,0,0,0,0,0,0,0
170300,34.0491349,56.9621847,25,0,49,50,50,50,54,50,0,0,0,0,0,0,0,0,0
2800,34.73931655,45.13060125,74,0,47,52,52,52,52,49,0,0,0,0,0,0,0,0,0
116300,35.94806605,50.05262485,47,0,52,49,48,50,51,49,0,0,0,0,0,0,0,0,0
31300,37.70118732,54.04517532,88,0,52,49,47,52,53,50,0,0,0,0,0,0,0,0,0
156600,35.34039919,51.4857515,70,0,49,50,52,48,53,47,0,0,0,0,0,0,0,0,0
132600,31.45694333,56.06004144,8,0,55,50,51,50,54,50,0,0,0,0,0,0,0,0,0
133100,35.75361423,54.84506374,32,0,55,52,54,50,49,46,0,0,0,0,0,0,0,0,0
188600,30.07465296,58.32841089,57,0,47,51,53,51,53,50,0,0,0,0,0,0,0,0,0
96900,33.80840322,49.92517506,43,0,50,48,51,51,47,51,0,0,0,0,0,0,0,0,0
35100,36.85191873,58.26573895,60,0,48,49,51,49,49,50,0,0,0,0,0,0,0,0,0
129000,33.17538621,41.33947224,28,0,55,46,53,51,48,52,0,0,0,0,0,0,0,0,0
102400,37.55413191,41.13171312,93,0,51,48,52,50,53,50,0,0,0,0,0,0,0,0,0
100200,36.98356669,45.00935798,85,0,49,50,53,48,52,53,0,0,0,0,0,0,0,0,0
92600,32.14941888,56.13387039,47,0,53,52,53,51,50,50,0,0,0,0,0,0,0,0,0
79200,34.04710943,51.39079559,6,0,48,50,48,48,49,49,0,0,0,0,0,0,0,0,0
70700,36.47899557,45.31165666,20,0,50,51,50,50,49,53,0,0,0,0,0,0,0,0,0
193500,36.439912,50.92917083,73,0,50,49,52,49,54,50,0,0,0,0,0,0,0,0,0
94600,31.09508504,50.27708928,62,0,51,49,51,48,53,49,0,0,0,0,0,0,0,0,0
170000,37.72657729,52.22927222,29,0,47,49,51,47,53,49,0,0,0,0,0,0,0,0,0
56100,31.70371329,54.14172955,29,0,48,48,51,54,51,48,0,0,0,0,0,0,0,0,0
192600,34.70561814,52.07057613,78,0,50,50,51,51,51,47,0,0,0,0,0,0,0,0,0
40400,32.56039681,53.54241279,99,0,51,49,50,48,49,49,0,0,0,0,0,0,0,0,0
22000,35.26090314,54.07371955,31,0,52,47,48,52,54,51,0,0,0,0,0,0,0,0,0
121300,36.35847639,53.87899181,76,0,52,48,46,50,51,49,0,0,0,0,0,0,0,0,0
58700,31.03103778,53.65234442,13,0,51,46,48,48,48,50,0,0,0,0,0,0,0,0,0
147600,36.46276754,59.21840294,33,0,50,48,50,53,48,53,0,0,0,0,0,0,0,0,0
189400,34.44067959,54.62992928,46,0,51,49,53,50,49,47,0,0,0,0,0,0,0,0,0
135200,33.50892335,58.15677028,29,0,50,47,51,48,49,48,0,0,0,0,0,0,0,0,0
149600,34.95592277,57.25993663,58,0,52,50,49,52,49,49,0,0,0,0,0,0,0,0,0
20000,35.13625317,59.53600657,85,0,53,50,50,48,52,50,0,0,0,0,0,0,0,0,0
18800,34.23720463,55.76894687,69,0,53,51,53,53,48,50,0,0,0,0,0,0,0,0,0
68500,34.45410314,40.38655262,39,0,46,48,51,49,48,49,0,0,0,0,0,0,0,0,0
141100,30.89535696,42.6016134,27,0,51,49,48,53,50,49,0,0,0,0,0,0,0,0,0
154000,35.67237009,44.21013879,11,0,50,49,54,50,47,48,0,0,0,0,0,0,0,0,0
140100,31.34095373,41.89835874,97,0,50,54,49,51,48,46,0,0,0,0,0,0,0,0,0
50800,37.59839931,56.93937708,58,0,50,51,52,50,47,51,0,0,0,0,0,0,0,0,0
186700,31.31851853,53.5164585,23,0,53,51,51,51,51,49,0,0,0,0,0,0,0,0,0
198500,30.64481211,58.6079684,1,0,50,50,51,47,49,51,0,0,0,0,0,0,0,0,0
66400,30.81425978,52.15504245,83,0,50,53,51,50,51,53,0,0,0,0,0,0,0,0,0
164300,34.9886855,49.32598826,35,0,52,50,51,50,52,50,0,0,0,0,0,0,0,0,0
151900,37.41627636,44.21586203,64,0,49,48,52,47,50,45,0,0,0,0,0,0,0,0,0
4300,37.27456322,42.29537744,62,0,52,52,47,50,51,49,0,0,0,0,0,0,0,0,0
133000,34.44290841,52.4094757,26,0,49,47,52,49,48,53,0,0,0,0,0,0,0,0,0
194300,35.66144748,47.86207815,88,0,52,52,49,51,54,49,0,0,0,0,0,0,0,0,0
37200,30.75554369,53.84985653,5,0,51,51,48,51,51,51,0,0,0,0,0,0,0,0,0
129600,31.33986066,52.96636015,47,0,46,47,47,47,51,53,0,0,0,0,0,0,0,0,0
6500,34.34156867,55.72556399,10,0,46,53,52,49,49,50,0,0,0,0,0,0,0,0,0
39100,33.30094142,43.33720403,54,0,50,50,50,51,50,51,0,0,0,0,0,0,0,0,0
46700,36.94879303,40.78919066,16,0,52,47,49,50,51,52,0,0,0,0,0,0,0,0,0
108900,31.85337361,45.06203078,12,0,51,52,51,47,53,52,0,0,0,0,0,0,0,0,0
130000,30.25268916,48.66944466,78,0,51,53,51,50,52,49,0,0,0,0,0,0,0,0,0
24900,36.82407564,42.29865994,97,0,52,53,53,51,50,49,0,0,0,0,0,0,0,0,0
17800,37.49383991,53.88301147,33,0,49,46,48,50,50,49,0,0,0,0,0,0,0,0,0
34800,32.99690092,51.87321582,83,0,48,51,50,52,52,50,0,0,0,0,0,0,0,0,0
35500,35.13935423,42.41116833,61,0,51,46,54,50,49,51,0,0,0,0,0,0,0,0,0
35000,34.02509007,52.72192093,78,0,50,48,50,51,49,50,0,0,0,0,0,0,0,0,0
139100,30.58797398,57.95838374,57,0,50,50,47,49,49,48,0,0,0,0,0,0,0,0,0
19000,30.74482214,45.20573715,75,0,51,51,48,53,49,50,0,0,0,0,0,0,0,0,0
5800,30.36181831,53.01946934,89,0,49,50,46,49,51,50,0,0,0,0,0,0,0,0,0
17300,31.8119662,57.11474518,53,0,52,51,48,47,46,52,0,0,0,0,0,0,0,0,0
8100,34.98638501,41.30409183,23,0,48,46,51,50,51,48,0,0,0,0,0,0,0,0,0
62500,32.95130912,59.28156833,68,0,48,50,51,51,49,49,0,0,0,0,0,0,0,0,0
117300,32.07842865,43.20925229,3,0,49,50,47,55,46,48,0,0,0,0,0,0,0,0,0
