Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15
90900,25.55444079,94.06465445,772,1,34,29,34,33,36,26,29,32,0,0,0,0,0,0,0
108700,27.15738608,91.6437052,786,1,30,30,44,39,27,26,39,38,0,0,0,0,0,0,0
191400,24.66885013,99.10373965,817,1,39,29,30,33,34,24,35,32,0,0,0,0,0,0,0
195500,24.71856999,97.79939166,1018,1,36,39,37,30,32,31,33,31,0,0,0,0,0,0,0
28500,27.83321201,99.61050939,755,1,29,32,32,30,34,30,34,29,0,0,0,0,0,0,0
173700,23.38307177,95.08776234,727,1,28,35,33,31,36,35,32,0,0,0,0,0,0,0,0
121500,26.77168203,82.58661342,860,1,33,29,33,28,26,36,30,32,0,0,0,0,0,0,0
31700,27.67991628,83.80243012,906,1,33,29,33,37,34,34,42,0,0,0,0,0,0,0,0
197800,23.51506904,82.9038262,851,1,36,29,28,33,20,26,28,36,0,0,0,0,0,0,0
165300,26.24852905,88.68137379,810,1,33,33,24,40,36,33,28,0,0,0,0,0,0,0,0
98200,25.3513342,82.17739093,831,1,32,32,36,27,32,37,35,0,0,0,0,0,0,0,0
106100,26.99795059,84.53969632,938,1,39,33,31,34,32,40,31,0,0,0,0,0,0,0,0
4400,22.82273618,86.95050059,890,1,33,30,30,34,35,38,30,0,0,0,0,0,0,0,0
157200,23.92161104,86.98837127,854,1,39,35,36,34,33,38,34,0,0,0,0,0,0,0,0
70200,25.60421994,96.92168882,987,1,24,30,34,24,33,36,36,0,0,0,0,0,0,0,0
133100,26.07410674,94.00149561,915,1,27,34,32,35,34,33,23,0,0,0,0,0,0,0,0
29000,27.85788294,89.52840611,942,1,41,27,31,30,31,33,27,0,0,0,0,0,0,0,0
104100,22.84204638,98.9827166,846,1,34,29,32,35,37,34,38,0,0,0,0,0,0,0,0
36500,24.15147147,92.25760535,849,1,35,32,36,33,34,32,28,0,0,0,0,0,0,0,0
114000,23.70329098,99.36812471,871,1,33,31,31,28,34,33,29,0,0,0,0,0,0,0,0
156800,22.48354242,97.7685989,928,1,32,30,32,42,37,33,41,35,0,0,0,0,0,0,0
109700,23.77856206,99.40766078,813,1,36,30,33,34,33,29,28,0,0,0,0,0,0,0,0
161900,22.20612053,97.90772329,723,1,36,34,34,34,26,34,32,28,37,0,0,0,0,0,0
161800,22.16711782,93.05487135,952,1,37,34,24,34,27,32,39,38,29,0,0,0,0,0,0
168100,26.33208539,99.17937411,862,1,35,27,36,37,37,29,29,34,33,0,0,0,0,0,0
61400,22.41050732,94.0067168,742,1,34,36,34,36,29,29,30,35,24,0,0,0,0,0,0
194400,26.99654266,95.71991335,985,1,30,32,38,30,34,34,34,30,34,0,0,0,0,0,0
30900,26.85214849,99.78279546,1016,1,30,30,27,25,30,34,35,27,30,0,0,0,0,0,0
174500,27.44303464,86.42075549,881,1,26,32,32,35,34,31,42,0,0,0,0,0,0,0,0
96600,23.38828802,88.69476658,908,1,35,37,27,42,31,37,27,0,0,0,0,0,0,0,0
66300,25.57625152,85.09308627,750,1,35,33,27,29,33,38,35,0,0,0,0,0,0,0,0
184300,26.26709437,94.34958635,785,1,39,36,35,31,30,31,27,0,0,0,0,0,0,0,0
103600,24.5265509,84.13775114,839,1,27,34,26,36,40,25,43,0,0,0,0,0,0,0,0
153300,23.86069215,98.82404457,739,1,34,27,23,43,29,30,40,0,0,0,0,0,0,0,0
181300,24.6923427,87.1063433,818,1,41,35,32,40,29,33,35,0,0,0,0,0,0,0,0
53500,24.45248378,97.58304615,771,1,25,39,37,27,34,38,31,0,0,0,0,0,0,0,0
175000,23.38733514,81.61645521,873,1,30,40,34,31,34,42,34,38,0,0,0,0,0,0,0
43900,23.26655372,94.2318435,721,1,28,32,37,34,34,27,25,0,0,0,0,0,0,0,0
13000,27.96879265,92.47846368,784,1,25,36,37,23,25,37,30,0,0,0,0,0,0,0,0
106900,26.2429649,80.57224668,790,1,24,27,32,37,39,34,30,0,0,0,0,0,0,0,0
144800,22.10390794,94.40607463,787,1,37,30,31,28,41,32,32,0,0,0,0,0,0,0,0
194100,27.35655454,97.0699751,1020,1,28,29,32,33,22,27,27,0,0,0,0,0,0,0,0
129800,22.52525631,92.63817728,784,1,28,41,31,36,32,37,35,0,0,0,0,0,0,0,0
63400,23.38487256,81.63980064,765,1,35,34,30,35,32,35,28,0,0,0,0,0,0,0,0
191800,24.74775533,91.08099734,954,1,38,30,28,34,29,38,33,0,0,0,0,0,0,0,0
93900,27.39094018,85.03836155,836,1,31,30,28,37,32,32,27,0,0,0,0,0,0,0,0
35900,24.77576016,89.68132022,843,1,37,36,36,37,30,33,36,0,0,0,0,0,0,0,0
140900,24.86072799,94.3674408,834,1,40,34,34,30,28,29,37,0,0,0,0,0,0,0,0
42500,23.53279563,99.77511523,826,1,26,36,30,41,38,23,36,30,0,0,0,0,0,0,0
141800,26.47638447,98.20356422,743,1,28,39,27,33,37,35,36,31,29,0,0,0,0,0,0
65200,26.71617974,84.12626407,954,1,30,44,35,41,35,31,30,33,30,0,0,0,0,0,0
95400,26.72411212,81.82475346,790,1,40,32,35,39,39,37,35,34,30,0,0,0,0,0,0
87100,26.33583313,80.87473638,991,1,35,41,33,30,35,26,24,32,30,0,0,0,0,0,0
123400,25.67889903,95.98867869,852,1,30,34,35,37,28,34,24,38,34,0,0,0,0,0,0
176100,23.4156742,84.33746661,736,1,31,30,27,30,26,35,35,33,35,0,0,0,0,0,0
95500,23.43973477,93.21237392,968,1,38,34,35,40,34,26,38,30,36,0,0,0,0,0,0
165400,26.42499882,83.7651065,852,1,26,41,35,33,38,40,40,31,24,0,0,0,0,0,0
100400,27.50410947,93.19220252,702,1,35,32,33,39,40,28,35,36,28,0,0,0,0,0,0
62600,24.89921484,82.67206852,1023,1,36,34,35,33,34,35,33,30,0,0,0,0,0,0,0
55000,23.78089979,86.44289913,797,1,31,29,30,27,30,29,0,0,0,0,0,0,0,0,0
43000,23.04788917,82.10318178,822,1,36,36,25,37,23,30,0,0,0,0,0,0,0,0,0
181600,24.66020472,91.17192916,849,1,26,28,35,31,30,31,0,0,0,0,0,0,0,0,0
53100,24.84811309,83.29281694,735,1,27,36,31,33,32,38,0,0,0,0,0,0,0,0,0
114100,26.06745518,80.41024005,914,1,34,38,28,31,29,38,0,0,0,0,0,0,0,0,0
191900,27.07380655,97.4281573,992,1,32,28,33,33,33,27,0,0,0,0,0,0,0,0,0
175400,24.07460211,99.44553913,896,1,30,33,39,32,29,33,0,0,0,0,0,0,0,0,0
14700,25.40736959,97.25846084,766,1,39,33,37,32,39,32,0,0,0,0,0,0,0,0,0
78600,26.07655149,95.08291619,737,1,26,31,33,29,32,37,0,0,0,0,0,0,0,0,0
85900,23.76290453,91.78327175,765,1,29,28,28,31,29,36,0,0,0,0,0,0,0,0,0
188900,24.61507007,93.50257606,924,1,33,30,31,27,35,36,0,0,0,0,0,0,0,0,0
116300,24.02897088,97.40811787,836,1,27,31,29,29,37,31,0,0,0,0,0,0,0,0,0
114300,25.41597288,98.18233306,796,1,33,37,31,36,31,31,0,0,0,0,0,0,0,0,0
154000,25.19017028,85.69717155,940,1,32,34,36,36,27,24,0,0,0,0,0,0,0,0,0
143600,26.4273625,86.35935998,800,1,32,32,37,36,31,32,0,0,0,0,0,0,0,0,0
78200,27.89169829,91.24962852,761,1,39,30,32,34,30,31,0,0,0,0,0,0,0,0,0
141900,23.84326399,95.44081155,782,1,36,38,30,37,35,37,0,0,0,0,0,0,0,0,0
194200,22.4613271,95.9337624,758,1,30,24,31,26,32,34,0,0,0,0,0,0,0,0,0
69700,27.18151383,82.64224799,736,1,39,29,23,40,28,35,0,0,0,0,0,0,0,0,0
104400,25.53464348,95.47854093,944,1,38,32,28,33,43,29,0,0,0,0,0,0,0,0,0
119200,26.00098777,94.86717432,939,1,35,33,38,30,32,34,0,0,0,0,0,0,0,0,0
123500,26.40252686,85.51937297,1004,1,32,32,32,39,38,37,0,0,0,0,0,0,0,0,0
113300,24.03889788,89.89488595,719,1,32,29,33,40,26,36,0,0,0,0,0,0,0,0,0
26700,24.82051244,86.09468663,802,1,39,33,27,35,31,38,0,0,0,0,0,0,0,0,0
105300,27.74836954,97.19663192,831,1,26,31,32,29,40,42,0,0,0,0,0,0,0,0,0
119500,27.7447922,98.54626787,838,1,28,26,38,29,32,33,0,0,0,0,0,0,0,0,0
112500,26.1933761,94.10100453,711,1,35,28,34,32,31,32,0,0,0,0,0,0,0,0,0
29900,26.59910005,99.11636875,1020,1,30,27,27,27,29,33,0,0,0,0,0,0,0,0,0
102600,26.4428712,83.17435955,982,1,41,38,31,31,34,36,0,0,0,0,0,0,0,0,0
40000,27.0173481,97.99280066,870,1,32,26,32,35,32,33,0,0,0,0,0,0,0,0,0
75400,24.09446739,84.32012373,726,1,23,42,33,36,31,43,0,0,0,0,0,0,0,0,0
24900,25.84833272,96.74031032,969,1,35,29,37,32,26,35,0,0,0,0,0,0,0,0,0
181900,24.08363134,84.06236696,1011,1,32,35,31,33,27,35,0,0,0,0,0,0,0,0,0
68600,22.95497481,93.82390616,981,1,33,36,28,31,25,35,0,0,0,0,0,0,0,0,0
96100,24.96334392,96.11395172,948,1,32,33,39,35,33,32,0,0,0,0,0,0,0,0,0
186200,22.97378896,89.91178358,738,1,34,29,35,31,36,31,0,0,0,0,0,0,0,0,0
187200,26.83619074,83.26396957,769,1,40,31,33,31,26,26,35,33,0,0,0,0,0,0,0
144200,22.01327175,96.83713036,948,1,36,32,38,37,31,34,30,42,0,0,0,0,0,0,0
147600,25.0679408,99.09221033,770,1,33,32,34,33,29,39,32,29,0,0,0,0,0,0,0
32500,27.23655648,85.41979699,851,1,27,31,26,33,34,30,26,32,0,0,0,0,0,0,0
194800,26.24358406,80.56423557,1010,1,33,32,35,29,33,36,35,29,0,0,0,0,0,0,0
83600,23.16334624,81.05872341,952,1,36,39,36,38,31,33,37,37,0,0,0,0,0,0,0
121000,26.91084954,81.59565005,815,1,33,34,40,37,28,32,31,29,32,0,0,0,0,0,0
102500,22.42030384,83.30198082,942,1,34,34,31,32,27,35,31,35,30,0,0,0,0,0,0
50300,24.55423932,92.08698993,849,1,25,29,27,35,31,32,31,40,35,0,0,0,0,0,0
105400,23.00107623,99.62668955,789,1,31,27,37,30,37,37,30,33,33,0,0,0,0,0,0
122700,25.20063624,85.11356101,965,1,30,40,32,35,32,33,38,30,28,0,0,0,0,0,0
54600,24.35600451,86.19532083,867,1,34,29,40,39,31,33,30,34,30,0,0,0,0,0,0
34100,24.37255933,92.80953379,944,1,34,44,39,28,42,41,33,35,34,0,0,0,0,0,0
124200,27.73194123,84.85695412,1002,1,29,38,31,31,44,28,34,39,39,0,0,0,0,0,0
70300,24.47718328,83.39264836,998,1,38,34,30,29,33,33,31,36,37,0,0,0,0,0,0
32900,27.29869632,97.22891004,944,1,25,41,31,32,33,32,29,32,34,0,0,0,0,0,0
25200,22.52752818,95.49206221,761,1,34,24,39,32,36,31,35,34,36,0,0,0,0,0,0
145800,25.7087581,91.56522745,849,1,32,35,32,27,42,34,33,33,36,0,0,0,0,0,0
72400,26.90112369,85.11425584,859,1,34,33,39,34,29,36,36,35,29,0,0,0,0,0,0
162000,25.37422936,90.36637962,1008,1,31,31,32,26,33,28,29,32,32,0,0,0,0,0,0
136000,23.07461901,83.24345838,813,1,25,33,31,32,32,33,32,35,0,0,0,0,0,0,0
24600,25.18128916,99.708304,749,1,38,37,28,36,32,43,35,33,0,0,0,0,0,0,0
125300,27.37401019,81.4048282,872,1,34,38,37,37,36,39,38,37,0,0,0,0,0,0,0
27100,26.37170953,83.60718606,891,1,37,33,28,31,34,35,34,32,0,0,0,0,0,0,0
168300,27.9253883,90.62047458,734,1,38,35,26,39,34,21,31,30,0,0,0,0,0,0,0
166000,23.15564857,92.65441636,954,1,39,29,30,37,33,36,28,36,0,0,0,0,0,0,0
173200,23.19987368,82.78280577,891,1,33,27,38,33,33,27,35,27,0,0,0,0,0,0,0
15300,25.63458114,93.07358818,981,1,29,30,33,32,32,32,31,38,0,0,0,0,0,0,0
155700,27.18281059,84.06746741,897,1,32,36,30,33,25,34,31,0,0,0,0,0,0,0,0
175900,25.48393966,91.1687745,798,1,31,28,35,36,34,36,39,0,0,0,0,0,0,0,0
149500,27.60812777,81.70764389,885,1,30,34,25,34,33,33,35,0,0,0,0,0,0,0,0
132700,24.23499309,93.44878885,701,1,36,32,38,38,36,38,41,34,0,0,0,0,0,0,0
153400,27.65747729,87.05894906,827,1,32,28,39,32,36,29,30,0,0,0,0,0,0,0,0
96900,26.4985372,95.82778719,896,1,35,26,31,41,31,38,35,31,0,0,0,0,0,0,0
105100,23.63620808,93.13107047,875,1,25,27,37,30,32,28,34,0,0,0,0,0,0,0,0
29400,25.98574093,97.46153385,988,1,35,39,32,37,35,39,27,0,0,0,0,0,0,0,0
61500,25.33178183,87.4906442,920,1,28,28,36,32,35,31,33,31,0,0,0,0,0,0,0
168900,25.2704298,85.27065583,911,1,35,33,31,26,32,37,29,0,0,0,0,0,0,0,0
32000,22.83285105,96.64223918,1008,1,25,37,37,30,37,36,36,0,0,0,0,0,0,0,0
1300,24.38235517,98.05911649,747,1,32,31,30,33,35,33,36,0,0,0,0,0,0,0,0
39000,22.4832689,96.90168706,998,1,31,37,42,35,29,33,39,0,0,0,0,0,0,0,0
132800,26.04039946,90.56635057,757,1,30,32,36,39,42,30,35,0,0,0,0,0,0,0,0
123700,22.73031883,88.04003434,766,1,30,33,37,41,30,31,39,0,0,0,0,0,0,0,0
72600,23.28803648,86.1094331,915,1,28,31,38,28,36,31,36,0,0,0,0,0,0,0,0
189900,26.30484842,81.31897154,829,1,28,29,30,29,38,28,34,37,0,0,0,0,0,0,0
24800,26.85999118,86.62749771,992,1,36,37,38,29,35,29,40,0,0,0,0,0,0,0,0
51200,22.98923283,82.74612401,959,1,33,35,36,32,34,30,35,0,0,0,0,0,0,0,0
66000,22.22270397,84.6908669,852,1,35,32,40,36,38,32,32,0,0,0,0,0,0,0,0
26200,23.46045355,81.07910259,852,1,33,29,28,29,31,24,27,0,0,0,0,0,0,0,0
40900,26.18818274,89.85244188,956,1,31,32,36,30,36,37,27,0,0,0,0,0,0,0,0
161600,24.74201652,89.25398195,794,1,40,31,38,31,38,36,26,0,0,0,0,0,0,0,0
85500,25.76479167,95.65065433,895,1,31,39,35,31,38,41,27,0,0,0,0,0,0,0,0
198900,22.89165735,91.51811925,763,1,34,37,35,30,34,35,31,0,0,0,0,0,0,0,0
98800,22.7410176,80.7312035,815,1,35,39,29,30,33,28,36,0,0,0,0,0,0,0,0
145200,27.68134724,83.31504464,956,1,36,37,33,29,33,24,39,0,0,0,0,0,0,0,0
81300,27.54590083,95.09788195,862,1,35,31,35,39,29,34,35,0,0,0,0,0,0,0,0
73800,26.38873757,95.7828172,996,1,34,27,34,31,30,36,32,0,0,0,0,0,0,0,0
24300,25.00538282,98.81369561,788,1,41,38,32,31,34,27,32,0,0,0,0,0,0,0,0
100200,22.35232308,87.52185648,895,1,35,28,31,30,32,39,31,0,0,0,0,0,0,0,0
39900,22.75140794,99.12807342,802,1,31,35,26,27,33,37,36,0,0,0,0,0,0,0,0
64500,27.28968942,98.63227194,739,1,29,33,30,28,31,38,36,0,0,0,0,0,0,0,0
183700,27.46206099,93.60231792,939,1,36,37,31,30,33,36,36,0,0,0,0,0,0,0,0
47500,27.07634319,80.7280548,853,1,28,31,28,41,31,37,35,0,0,0,0,0,0,0,0
27800,26.93764343,94.04705198,901,1,28,31,31,29,35,38,35,0,0,0,0,0,0,0,0
93800,25.65096125,89.15755379,894,1,33,35,32,32,27,26,28,0,0,0,0,0,0,0,0
79800,23.07180896,84.78808506,894,1,33,27,42,35,35,40,36,0,0,0,0,0,0,0,0
11200,26.63446778,91.12935165,888,1,35,30,38,35,39,27,34,25,0,0,0,0,0,0,0
176400,26.01710895,94.2285904,775,1,26,34,32,31,34,33,30,0,0,0,0,0,0,0,0
147400,22.80278087,90.84118114,793,1,38,37,23,36,39,35,31,0,0,0,0,0,0,0,0
144100,22.52439342,83.09993531,746,1,34,38,35,33,33,36,35,0,0,0,0,0,0,0,0
59100,25.62203217,96.46521719,922,1,36,30,37,37,39,37,32,0,0,0,0,0,0,0,0
116600,24.55600454,84.43201198,938,1,30,36,32,34,35,29,37,0,0,0,0,0,0,0,0
110600,22.1387926,93.57689516,869,1,37,27,28,37,31,33,29,0,0,0,0,0,0,0,0
76300,27.93350829,97.80012104,892,1,31,36,33,31,33,33,35,0,0,0,0,0,0,0,0
78700,23.5304401,83.23384299,1006,1,28,27,32,25,22,30,30,32,0,0,0,0,0,0,0
108800,24.11373,80.05732132,831,1,40,31,33,28,31,27,36,0,0,0,0,0,0,0,0
98700,23.44507458,94.14151717,876,1,32,33,38,30,37,38,28,0,0,0,0,0,0,0,0
116000,23.06636331,88.53954805,858,1,28,37,39,35,29,35,36,0,0,0,0,0,0,0,0
157500,24.87425766,85.45504268,720,1,34,37,32,30,30,31,33,0,0,0,0,0,0,0,0
42200,24.45569312,97.21907647,877,1,40,39,31,38,34,37,33,0,0,0,0,0,0,0,0
64900,24.81327165,83.96816527,730,1,32,37,36,34,34,33,34,0,0,0,0,0,0,0,0
17600,24.49196322,90.10359043,993,1,35,31,38,40,32,32,41,0,0,0,0,0,0,0,0
25000,22.18003879,93.75437072,988,1,30,31,32,33,36,26,35,0,0,0,0,0,0,0,0
54200,22.496753,99.82378818,864,1,40,40,33,25,43,40,32,0,0,0,0,0,0,0,0
181100,24.52241386,84.57272967,857,1,38,31,29,40,31,34,27,0,0,0,0,0,0,0,0
64000,23.14277633,83.27067952,838,1,35,36,33,33,32,39,28,0,0,0,0,0,0,0,0
155100,23.42003549,83.93668965,1008,1,28,29,29,36,33,33,28,0,0,0,0,0,0,0,0
114200,26.74537345,81.38379601,831,1,32,31,34,42,26,32,32,0,0,0,0,0,0,0,0
84600,26.67909307,81.64407352,707,1,30,36,30,43,34,31,36,0,0,0,0,0,0,0,0
6700,27.48752843,89.75291089,901,1,41,32,34,35,32,30,30,0,0,0,0,0,0,0,0
59400,25.85165465,92.56561963,849,1,42,33,34,31,31,36,31,38,0,0,0,0,0,0,0
147800,24.0181982,86.19333697,803,1,30,30,37,28,34,41,36,0,0,0,0,0,0,0,0
94400,27.30108433,95.14825958,913,1,31,41,40,28,33,30,36,30,0,0,0,0,0,0,0
21000,27.50610478,86.81058993,749,1,32,28,32,35,27,35,32,0,0,0,0,0,0,0,0
196200,25.02139036,92.32964723,939,1,35,34,32,37,34,35,34,0,0,0,0,0,0,0,0
4000,23.596364,93.37633064,806,1,33,36,33,34,35,31,32,0,0,0,0,0,0,0,0
21900,27.59244836,90.88614016,820,1,35,44,31,35,35,34,33,0,0,0,0,0,0,0,0
6200,22.93482517,99.24842701,749,1,30,29,32,23,32,36,39,0,0,0,0,0,0,0,0
47000,22.41728527,95.79690648,755,1,39,32,32,27,32,32,37,0,0,0,0,0,0,0,0
185700,23.75874047,86.71644734,744,1,28,29,31,30,28,33,35,0,0,0,0,0,0,0,0
182700,25.54179907,92.03407989,994,1,36,35,31,31,32,29,30,0,0,0,0,0,0,0,0
115500,26.48899548,88.8404113,812,1,34,32,32,30,37,36,35,0,0,0,0,0,0,0,0
187000,26.09623604,93.54355355,969,1,35,34,34,31,24,32,40,0,0,0,0,0,0,0,0
154300,24.74700097,80.35315124,768,1,36,27,32,27,38,30,32,0,0,0,0,0,0,0,0
81800,25.55618512,91.03490466,923,1,35,27,37,37,36,35,33,0,0,0,0,0,0,0,0
171500,22.44536671,83.08418342,848,1,32,35,31,35,37,39,35,0,0,0,0,0,0,0,0
90400,24.81341434,83.95837293,914,1,32,33,25,30,30,34,37,0,0,0,0,0,0,0,0
13500,25.03581522,85.38422967,731,1,35,34,36,32,31,31,34,0,0,0,0,0,0,0,0
83100,24.94467864,94.26451925,926,1,31,24,38,34,35,29,38,0,0,0,0,0,0,0,0
99600,22.40693595,89.72216724,1008,1,29,34,30,37,31,32,34,0,0,0,0,0,0,0,0
114900,24.4604415,85.40952796,983,1,35,32,39,36,22,23,33,0,0,0,0,0,0,0,0
159100,27.17351662,90.98944235,998,1,32,46,34,34,32,33,37,0,0,0,0,0,0,0,0
17100,24.06448344,94.78944649,813,1,32,32,34,30,27,32,28,0,0,0,0,0,0,0,0
53000,26.49320731,82.40106765,883,1,29,30,33,35,32,34,33,0,0,0,0,0,0,0,0
110700,26.39070785,99.72531475,753,1,29,31,34,28,28,25,25,0,0,0,0,0,0,0,0
121700,22.70209164,96.70520753,780,1,32,26,30,32,30,38,35,0,0,0,0,0,0,0,0
36100,23.73719676,82.77874552,793,1,30,31,31,31,35,36,36,33,0,0,0,0,0,0,0
145700,27.57008789,90.83337059,763,1,33,30,25,36,32,28,30,40,0,0,0,0,0,0,0
191200,22.25686698,89.33002503,802,1,38,37,28,33,29,37,42,24,0,0,0,0,0,0,0
57900,25.15382629,83.12515043,775,1,29,35,29,28,33,28,31,34,0,0,0,0,0,0,0
53600,23.02644238,83.7032864,815,1,27,35,32,28,28,34,30,24,0,0,0,0,0,0,0
83700,22.40169415,95.14000299,1005,1,31,30,35,37,31,29,31,30,0,0,0,0,0,0,0
20100,22.35106603,89.01535748,1014,1,33,30,39,33,31,32,29,31,0,0,0,0,0,0,0
107900,24.50714646,91.35838021,853,1,26,30,32,31,35,35,37,47,0,0,0,0,0,0,0
28700,25.94102789,96.89722455,855,1,33,30,32,32,42,31,33,32,0,0,0,0,0,0,0
