Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,Sat_Count,SNR_Diff
3100,31.36419299,51.30660509,27,0,51,51,49,51,51,49,50,,,,,,,,,50.285714285714285,0.9047619047619063,7,0.1428571428571388
3200,30.52041274,49.27864973,8,0,50,50,50,52,50,50,50,,,,,,,,,50.285714285714285,0.5714285714285706,7,0.0
3300,37.5910843,59.44010659,99,0,50,50,50,53,50,52,50,,,,,,,,,50.714285714285715,1.5714285714285712,7,0.4285714285714306
3400,37.72505626,52.17054545,16,0,49,50,50,50,50,52,50,,,,,,,,,50.142857142857146,0.8095238095238115,7,-0.5714285714285694
3500,36.46717878,46.99012744,99,0,49,52,50,50,50,50,49,,,,,,,,,50.0,1.0000000000000029,7,-0.1428571428571459
3600,32.43691015,42.2819157,98,0,50,53,51,50,50,48,49,,,,,,,,,50.142857142857146,2.4761904761904714,7,0.1428571428571459
3700,30.78137691,43.02493657,79,0,51,51,51,53,50,47,49,,,,,,,,,50.285714285714285,3.5714285714285734,7,0.1428571428571388
3800,35.47386421,44.5063386,66,0,51,51,50,53,51,47,48,,,,,,,,,50.142857142857146,4.142857142857147,7,-0.1428571428571388
3900,33.52121995,45.01933323,58,0,50,50,51,53,51,50,47,,,,,,,,,50.285714285714285,3.2380952380952377,7,0.1428571428571388
4000,30.97630588,57.01232116,87,0,50,49,50,52,52,50,47,,,,,,,,,50.0,3.0000000000000004,7,-0.2857142857142847
4100,33.96141528,51.22445577,29,0,50,48,51,53,51,50,46,,,,,,,,,49.857142857142854,5.142857142857142,7,-0.1428571428571459
4200,30.27510817,50.46781823,47,0,49,47,51,53,51,49,47,,,,,,,,,49.57142857142857,4.952380952380952,7,-0.2857142857142847
4300,37.27456322,42.29537744,62,0,49,49,50,52,51,48,48,,,,,,,,,49.57142857142857,2.285714285714288,7,0.0
4400,32.07023985,57.20279387,41,0,49,51,50,50,50,50,50,,,,,,,,,50.0,0.3333333333333333,7,0.4285714285714306
4500,35.30017827,54.45628606,43,0,51,52,49,49,51,50,51,,,,,,,,,50.42857142857143,1.285714285714285,7,0.4285714285714306
4600,32.49368861,41.35336724,33,0,50,52,51,49,48,50,51,,,,,,,,,50.142857142857146,1.809523809523809,7,-0.2857142857142847
4700,34.16054417,54.15670194,56,0,48,51,51,50,49,49,52,,,,,,,,,50.0,1.9999999999999998,7,-0.1428571428571459
4800,34.37368223,50.87076435,85,0,48,51,50,50,49,50,52,,,,,,,,,50.0,1.6666666666666625,7,0.0
4900,31.47883564,41.63450691,20,0,49,51,50,48,50,50,51,,,,,,,,,49.857142857142854,1.1428571428571406,7,-0.1428571428571459
5000,37.75667702,49.16601283,93,0,50,51,51,48,50,50,51,,,,,,,,,50.142857142857146,1.1428571428571417,7,0.2857142857142918
5100,36.20106259,49.69392574,69,0,49,50,51,49,49,50,50,,,,,,,,,49.714285714285715,0.571428571428571,7,-0.4285714285714306
5200,37.51599153,43.3154908,82,0,50,50,49,51,50,50,49,,,,,,,,,49.857142857142854,0.47619047619047566,7,0.1428571428571388
5300,37.1586188,58.91396294,56,0,51,50,49,52,50,51,49,,,,,,,,,50.285714285714285,1.238095238095238,7,0.4285714285714306
5400,34.78319983,56.99950743,78,0,52,51,50,52,50,50,50,,,,,,,,,50.714285714285715,0.9047619047619055,7,0.4285714285714306
5500,37.37499388,53.38044675,2,0,50,50,50,51,49,50,51,,,,,,,,,50.142857142857146,0.47619047619047566,7,-0.5714285714285694
5600,30.70794002,49.24591122,82,0,49,49,50,50,48,50,51,,,,,,,,,49.57142857142857,0.9523809523809499,7,-0.5714285714285765
5700,31.5678629,48.23531083,4,0,48,49,50,49,49,50,50,,,,,,,,,49.285714285714285,0.5714285714285722,7,-0.2857142857142847
5800,30.36181831,53.01946934,89,0,48,50,49,48,50,50,49,,,,,,,,,49.142857142857146,0.8095238095238098,7,-0.1428571428571388
5900,32.60264265,50.90863739,99,0,49,50,48,49,52,50,48,,,,,,,,,49.42857142857143,1.9523809523809532,7,0.2857142857142847
6000,33.10941832,41.24546212,29,0,49,50,48,49,52,50,48,,,,,,,,,49.42857142857143,1.9523809523809532,7,0.0
6100,32.17079225,50.25005298,21,0,50,50,49,50,52,49,48,,,,,,,,,49.714285714285715,1.571428571428571,7,0.2857142857142847
6200,36.62990007,56.12807234,77,0,50,50,49,51,52,49,48,,,,,,,,,49.857142857142854,1.8095238095238073,7,0.1428571428571388
6300,32.85402661,49.18479755,25,0,49,51,48,51,51,49,48,,,,,,,,,49.57142857142857,1.9523809523809552,7,-0.2857142857142847
6400,32.24747608,41.03913155,87,0,49,52,48,49,51,51,48,,,,,,,,,49.714285714285715,2.5714285714285716,7,0.1428571428571459
6500,34.34156867,55.72556399,10,0,48,53,49,48,49,51,48,,,,,,,,,49.42857142857143,3.619047619047618,7,-0.2857142857142847
6600,31.1273938,44.02727564,13,0,48,52,51,48,47,50,48,,,,,,,,,49.142857142857146,3.476190476190478,7,-0.2857142857142847
6700,36.41757585,45.1724167,98,0,48,51,52,50,49,49,48,,,,,,,,,49.57142857142857,2.2857142857142874,7,0.4285714285714235
6800,30.59640515,43.29412707,67,0,49,50,51,50,50,49,48,,,,,,,,,49.57142857142857,0.9523809523809549,7,0.0
6900,37.89509549,46.6043013,85,0,51,49,49,51,51,50,49,,,,,,,,,50.0,1.000000000000002,7,0.4285714285714306
7000,36.17795815,55.13503011,32,0,49,47,49,50,50,49,49,,,,,,,,,49.0,0.9999999999999991,7,-1.0
7100,31.58972545,50.38771719,68,0,49,49,50,51,49,49,50,,,,,,,,,49.57142857142857,0.6190476190476186,7,0.5714285714285694
7200,30.04417694,44.09762548,59,0,48,49,51,51,49,49,50,,,,,,,,,49.57142857142857,1.2857142857142847,7,0.0
7300,36.52369143,57.55660156,60,0,48,50,49,50,48,50,51,,,,,,,,,49.42857142857143,1.2857142857142883,7,-0.1428571428571388
7400,35.65485875,57.5916371,68,0,48,49,48,50,48,50,52,,,,,,,,,49.285714285714285,2.238095238095237,7,-0.1428571428571459
7500,35.83205734,57.4115685,58,0,49,50,48,49,48,50,52,,,,,,,,,49.42857142857143,1.9523809523809514,7,0.1428571428571459
7600,36.17016277,44.77592423,43,0,51,49,50,49,49,49,52,,,,,,,,,49.857142857142854,1.4761904761904778,7,0.4285714285714235
7700,30.59235721,49.02478688,28,0,51,49,51,50,50,49,52,,,,,,,,,50.285714285714285,1.2380952380952388,7,0.4285714285714306
7800,32.86772583,59.69979312,77,0,51,49,51,50,51,49,51,,,,,,,,,50.285714285714285,0.9047619047619042,7,0.0
7900,30.92695248,55.44024953,23,0,49,48,51,50,51,50,50,,,,,,,,,49.857142857142854,1.1428571428571428,7,-0.4285714285714306
8000,36.90482741,40.54334842,69,0,50,49,50,50,51,50,50,,,,,,,,,50.0,0.33333333333333365,7,0.1428571428571459
8100,34.98638501,41.30409183,23,0,48,47,51,50,50,49,51,,,,,,,,,49.42857142857143,2.285714285714285,7,-0.5714285714285694
8200,32.6471842,49.27862754,63,0,50,47,51,50,51,48,51,,,,,,,,,49.714285714285715,2.57142857142857,7,0.2857142857142847
8300,30.5084668,58.18440412,75,0,50,48,51,49,50,47,51,,,,,,,,,49.42857142857143,2.285714285714287,7,-0.2857142857142847
8400,32.48785857,50.77403596,22,0,51,48,50,49,50,47,51,,,,,,,,,49.42857142857143,2.2857142857142865,7,0.0
8500,32.60146658,49.95625016,6,0,50,48,50,50,50,47,51,,,,,,,,,49.42857142857143,1.9523809523809526,7,0.0
8600,35.83684943,42.109474,13,0,51,48,50,50,50,48,51,,,,,,,,,49.714285714285715,1.571428571428571,7,0.2857142857142847
8700,35.10045977,53.13560209,61,0,49,49,51,51,51,49,51,,,,,,,,,50.142857142857146,1.1428571428571435,7,0.4285714285714306
8800,37.09770194,56.44206321,85,0,50,51,51,50,51,49,50,,,,,,,,,50.285714285714285,0.5714285714285724,7,0.1428571428571388
8900,33.7777194,47.60840015,4,0,50,52,52,50,52,50,50,,,,,,,,,50.857142857142854,1.1428571428571423,7,0.5714285714285694
9000,30.95675397,55.51223702,73,0,49,52,52,48,51,50,48,,,,,,,,,50.0,2.999999999999995,7,-0.8571428571428541
9100,35.7059583,59.28953308,34,0,49,51,51,49,50,52,48,,,,,,,,,50.0,2.0,7,0.0
9200,36.08628039,44.07532918,48,0,49,50,51,49,50,52,48,,,,,,,,,49.857142857142854,1.8095238095238095,7,-0.1428571428571459
9300,34.49021758,50.46659262,93,0,50,50,49,49,50,52,49,,,,,,,,,49.857142857142854,1.1428571428571412,7,0.0
9400,36.16773744,45.74275916,33,0,50,49,49,49,50,52,48,,,,,,,,,49.57142857142857,1.6190476190476204,7,-0.2857142857142847
9500,33.95036477,55.85708838,47,0,51,49,49,50,49,52,48,,,,,,,,,49.714285714285715,1.9047619047619044,7,0.1428571428571459
9600,34.18186264,51.55186732,1,0,51,49,50,50,49,52,49,,,,,,,,,50.0,1.3333333333333341,7,0.2857142857142847
9700,33.42032815,52.69164835,8,0,51,50,50,50,49,51,49,,,,,,,,,50.0,0.666666666666667,7,0.0
9800,30.20335301,55.95828319,26,0,51,50,49,50,50,50,50,,,,,,,,,50.0,0.3333333333333333,7,0.0
9900,30.86313142,47.91940945,3,0,49,49,49,51,50,49,50,,,,,,,,,49.57142857142857,0.6190476190476192,7,-0.4285714285714306
10000,30.25143349,58.30180137,63,0,50,49,49,51,50,50,49,,,,,,,,,49.714285714285715,0.5714285714285701,7,0.1428571428571459
10100,35.09128329,50.66057734,43,0,50,49,50,50,51,50,48,,,,,,,,,49.714285714285715,0.9047619047619054,7,0.0
10200,32.51484785,43.15909646,55,0,49,50,51,50,51,50,48,,,,,,,,,49.857142857142854,1.1428571428571457,7,0.1428571428571388
10300,34.06856553,53.91798236,17,0,49,50,51,51,51,50,48,,,,,,,,,50.0,1.3333333333333288,7,0.1428571428571459
10400,37.26053179,55.86522701,30,0,48,50,50,51,49,50,49,,,,,,,,,49.57142857142857,0.9523809523809522,7,-0.4285714285714306
10500,31.99433783,46.33523354,66,0,49,49,49,49,48,50,49,,,,,,,,,49.0,0.3333333333333333,7,-0.5714285714285694
10600,33.28306338,57.14358514,97,0,50,49,50,49,49,51,49,,,,,,,,,49.57142857142857,0.6190476190476194,7,0.5714285714285694
10700,36.04440911,58.1228651,5,0,50,48,50,49,50,51,49,,,,,,,,,49.57142857142857,0.9523809523809529,7,0.0
10800,31.83038532,45.53808975,89,0,50,49,51,48,50,51,50,,,,,,,,,49.857142857142854,1.1428571428571417,7,0.2857142857142847
10900,30.61583928,59.67042945,58,0,49,49,50,48,49,51,50,,,,,,,,,49.42857142857143,0.9523809523809511,7,-0.4285714285714235
11000,32.31801162,42.81423056,56,0,50,51,50,48,49,50,50,,,,,,,,,49.714285714285715,0.9047619047619051,7,0.2857142857142847
11100,31.2897703,44.04031337,50,0,50,50,50,49,50,50,50,,,,,,,,,49.857142857142854,0.1428571428571434,7,0.1428571428571388
11200,37.43758122,43.68449678,7,0,51,52,50,49,52,50,51,,,,,,,,,50.714285714285715,1.2380952380952384,7,0.8571428571428612
11300,36.46496304,57.8797942,9,0,51,51,50,50,51,50,51,,,,,,,,,50.57142857142857,0.2857142857142853,7,-0.1428571428571459
11400,35.06723005,53.08585105,60,0,50,52,50,51,51,50,51,,,,,,,,,50.714285714285715,0.5714285714285707,7,0.1428571428571459
11500,36.97168472,43.04208566,34,0,49,51,49,52,49,51,51,,,,,,,,,50.285714285714285,1.5714285714285727,7,-0.4285714285714306
11600,36.42937662,48.80646837,92,0,48,52,49,52,48,52,51,,,,,,,,,50.285714285714285,3.5714285714285734,7,0.0
11700,31.49256047,52.3059605,41,0,50,51,50,50,48,51,51,,,,,,,,,50.142857142857146,1.1428571428571421,7,-0.1428571428571388
11800,37.14047199,41.6692817,14,0,48,50,51,49,49,50,51,,,,,,,,,49.714285714285715,1.2380952380952384,7,-0.4285714285714306
11900,34.31473794,57.64832737,71,0,50,48,51,49,51,48,51,,,,,,,,,49.714285714285715,1.904761904761905,7,0.0
12000,36.45952124,56.07207071,29,0,50,49,50,50,51,47,50,,,,,,,,,49.57142857142857,1.6190476190476195,7,-0.1428571428571459
12100,37.1687304,50.10413547,53,0,52,48,47,50,50,48,50,,,,,,,,,49.285714285714285,2.9047619047619047,7,-0.2857142857142847
12200,32.5440278,59.34253231,70,0,51,49,48,49,48,50,50,,,,,,,,,49.285714285714285,1.2380952380952397,7,0.0
12300,30.8804154,48.35521959,90,0,52,50,48,48,48,50,50,,,,,,,,,49.42857142857143,2.285714285714285,7,0.1428571428571459
12400,31.8234813,59.68220638,79,0,53,51,50,49,48,50,50,,,,,,,,,50.142857142857146,2.4761904761904794,7,0.7142857142857153
12500,33.41686231,53.35839998,68,0,53,51,50,49,49,50,49,,,,,,,,,50.142857142857146,2.142857142857142,7,0.0
12600,36.54411813,52.69342547,68,0,51,49,49,50,50,49,49,,,,,,,,,49.57142857142857,0.6190476190476178,7,-0.5714285714285765
12700,36.88584467,43.31909791,95,0,51,50,48,49,49,49,49,,,,,,,,,49.285714285714285,0.9047619047619028,7,-0.2857142857142847
12800,30.05561704,57.63855517,30,0,50,50,48,50,50,48,49,,,,,,,,,49.285714285714285,0.9047619047619063,7,0.0
12900,34.08597842,48.54979376,0,0,49,51,49,49,50,49,49,,,,,,,,,49.42857142857143,0.6190476190476186,7,0.1428571428571459
13000,33.33928803,43.24466812,27,0,49,52,50,49,51,49,48,,,,,,,,,49.714285714285715,1.9047619047619058,7,0.2857142857142847
13100,31.77686248,40.2521504,22,0,48,53,49,49,49,49,48,,,,,,,,,49.285714285714285,2.904761904761905,7,-0.4285714285714306
13200,30.95892294,51.19511367,66,0,49,52,49,50,49,50,49,,,,,,,,,49.714285714285715,1.2380952380952366,7,0.4285714285714306
13300,32.70092137,50.54799244,63,0,48,51,50,51,49,51,50,,,,,,,,,50.0,1.333333333333334,7,0.2857142857142847
13400,37.54327763,54.38707245,59,0,49,51,52,51,50,51,50,,,,,,,,,50.57142857142857,0.952380952380954,7,0.5714285714285694
13500,32.58562346,57.80516106,2,0,49,51,51,50,50,51,50,,,,,,,,,50.285714285714285,0.5714285714285707,7,-0.2857142857142847
13600,34.15032497,41.58813169,73,0,50,50,50,49,50,51,50,,,,,,,,,50.0,0.3333333333333339,7,-0.2857142857142847
13700,35.62415167,54.62992981,32,0,50,48,48,49,50,52,49,,,,,,,,,49.42857142857143,1.9523809523809523,7,-0.5714285714285694
13800,32.90903682,43.74823888,67,0,52,49,50,51,50,52,49,,,,,,,,,50.42857142857143,1.619047619047618,7,1.0
13900,37.77425666,57.16354106,56,0,53,50,50,52,49,52,48,,,,,,,,,50.57142857142857,3.2857142857142843,7,0.1428571428571388
14000,37.69957836,56.38127028,34,0,52,50,49,52,50,51,47,,,,,,,,,50.142857142857146,3.1428571428571472,7,-0.4285714285714235
14100,32.01425837,50.8158751,13,0,50,49,48,51,50,51,49,,,,,,,,,49.714285714285715,1.2380952380952375,7,-0.4285714285714306
14200,33.97798805,54.20485597,9,0,49,48,49,52,49,51,50,,,,,,,,,49.714285714285715,1.9047619047619069,7,0.0
14300,32.40702648,46.28700226,83,0,49,48,50,50,48,52,52,,,,,,,,,49.857142857142854,2.8095238095238106,7,0.1428571428571388
14400,32.27872396,49.42335798,92,0,48,49,50,50,48,51,52,,,,,,,,,49.714285714285715,2.238095238095236,7,-0.1428571428571388
14500,30.29509558,56.43273795,65,0,49,49,49,50,50,50,51,,,,,,,,,49.714285714285715,0.5714285714285715,7,0.0
14600,34.87651467,49.18530394,10,0,49,50,49,50,51,50,50,,,,,,,,,49.857142857142854,0.47619047619047733,7,0.1428571428571388
14700,34.02143219,47.15596531,40,0,51,48,49,49,52,50,49,,,,,,,,,49.714285714285715,1.904761904761905,7,-0.1428571428571388
14800,30.41183001,49.88424895,73,0,51,49,49,48,52,50,49,,,,,,,,,49.714285714285715,1.904761904761904,7,0.0
14900,32.22917171,56.56498505,78,0,52,49,48,48,50,50,49,,,,,,,,,49.42857142857143,1.9523809523809514,7,-0.2857142857142847
15000,37.26612709,46.70416095,12,0,51,50,49,49,48,51,49,,,,,,,,,49.57142857142857,1.2857142857142858,7,0.1428571428571388
15100,31.91649513,43.47523186,0,0,51,50,50,49,48,52,50,,,,,,,,,50.0,1.6666666666666672,7,0.4285714285714306
15200,31.15915898,54.24028041,71,0,50,50,51,50,49,52,52,,,,,,,,,50.57142857142857,1.2857142857142827,7,0.5714285714285694
15300,33.91562208,56.51956425,36,0,50,49,51,51,50,52,53,,,,,,,,,50.857142857142854,1.8095238095238102,7,0.2857142857142847
15400,37.88520363,42.01274957,25,0,49,48,52,51,50,52,53,,,,,,,,,50.714285714285715,3.2380952380952377,7,-0.1428571428571388
15500,31.93644217,44.79748226,1,0,50,50,51,49,50,50,52,,,,,,,,,50.285714285714285,0.9047619047619051,7,-0.4285714285714306
15600,35.37708438,42.8394398,54,0,50,50,50,50,50,50,51,,,,,,,,,50.142857142857146,0.14285714285714235,7,-0.1428571428571388
15700,36.09295692,46.95882823,85,0,51,51,50,51,50,50,50,,,,,,,,,50.42857142857143,0.28571428571428586,7,0.2857142857142847
15800,31.90110035,49.00701958,96,0,50,50,49,51,50,50,50,,,,,,,,,50.0,0.3333333333333333,7,-0.4285714285714306
15900,35.82573079,54.97652674,57,0,49,53,50,51,50,48,51,,,,,,,,,50.285714285714285,2.5714285714285725,7,0.2857142857142847
16000,32.94226506,53.0229517,51,0,48,52,49,50,49,49,51,,,,,,,,,49.714285714285715,1.9047619047619044,7,-0.5714285714285694
16100,35.05844664,52.41857135,9,0,49,52,49,51,48,49,51,,,,,,,,,49.857142857142854,2.1428571428571423,7,0.1428571428571388
16200,35.06823769,47.04749893,55,0,49,49,48,50,48,50,51,,,,,,,,,49.285714285714285,1.2380952380952384,7,-0.5714285714285694
16300,34.28619747,56.82895106,38,0,49,50,50,50,50,50,52,,,,,,,,,50.142857142857146,0.8095238095238132,7,0.8571428571428612
16400,30.72231816,49.42574335,61,0,48,49,51,49,50,50,52,,,,,,,,,49.857142857142854,1.8095238095238102,7,-0.2857142857142918
16500,36.68241996,59.58209876,39,0,48,49,52,49,51,51,52,,,,,,,,,50.285714285714285,2.5714285714285743,7,0.4285714285714306
16600,32.56624052,52.68284277,24,0,49,49,50,48,49,50,52,,,,,,,,,49.57142857142857,1.6190476190476213,7,-0.7142857142857153
16700,31.49214808,42.52529483,9,0,50,48,50,49,50,49,52,,,,,,,,,49.714285714285715,1.5714285714285754,7,0.1428571428571459
16800,30.32620113,53.52355124,31,0,50,50,50,49,50,49,52,,,,,,,,,50.0,1.0000000000000002,7,0.2857142857142847
16900,34.72714355,46.50208031,10,0,49,50,50,49,50,50,52,,,,,,,,,50.0,0.9999999999999951,7,0.0
17000,35.42051489,53.72654393,18,0,48,51,49,48,51,50,52,,,,,,,,,49.857142857142854,2.4761904761904785,7,-0.1428571428571459
17100,30.13270263,41.39282296,99,0,48,50,49,49,51,50,51,,,,,,,,,49.714285714285715,1.2380952380952384,7,-0.1428571428571388
17200,34.09674447,43.49762874,44,0,49,50,49,49,50,50,51,,,,,,,,,49.714285714285715,0.5714285714285717,7,0.0
17300,31.8119662,57.11474518,53,0,51,50,49,49,48,51,51,,,,,,,,,49.857142857142854,1.4761904761904778,7,0.1428571428571388
17400,35.16138232,44.54359114,87,0,51,49,49,48,48,51,51,,,,,,,,,49.57142857142857,1.9523809523809488,7,-0.2857142857142847
17500,31.39493143,56.7408225,100,0,50,49,49,49,48,52,51,,,,,,,,,49.714285714285715,1.9047619047619049,7,0.1428571428571459
17600,35.5275019,45.58552177,58,0,49,48,50,49,50,52,50,,,,,,,,,49.714285714285715,1.5714285714285674,7,0.0
17700,33.09388277,52.8576382,81,0,49,48,50,50,50,51,50,,,,,,,,,49.714285714285715,0.904761904761906,7,0.0
17800,37.49383991,53.88301147,33,0,49,47,50,49,50,50,49,,,,,,,,,49.142857142857146,1.142857142857144,7,-0.5714285714285694
17900,31.10016755,50.25309506,31,0,50,49,49,50,50,48,49,,,,,,,,,49.285714285714285,0.5714285714285724,7,0.1428571428571388
18000,32.72853081,46.10621353,40,0,51,49,49,49,51,50,48,,,,,,,,,49.57142857142857,1.2857142857142843,7,0.2857142857142847
18100,30.90778817,44.25288753,67,0,52,51,50,50,53,51,48,,,,,,,,,50.714285714285715,2.5714285714285734,7,1.142857142857146
18200,37.39754895,40.66378709,68,0,50,51,50,49,53,53,49,,,,,,,,,50.714285714285715,2.9047619047619047,7,0.0
18300,37.01871483,46.07892802,32,0,49,50,51,50,52,50,49,,,,,,,,,50.142857142857146,1.1428571428571412,7,-0.5714285714285694
18400,32.06353302,53.06325581,13,0,50,49,52,49,50,51,49,,,,,,,,,50.0,1.3333333333333328,7,-0.1428571428571459
18500,35.27987237,58.76609637,63,0,50,50,51,50,50,51,50,,,,,,,,,50.285714285714285,0.23809523809523736,7,0.2857142857142847
18600,36.5377776,57.42408965,13,0,51,52,50,49,49,52,50,,,,,,,,,50.42857142857143,1.6190476190476193,7,0.1428571428571459
18700,34.44160649,55.32129553,58,0,52,53,49,49,48,51,49,,,,,,,,,50.142857142857146,3.4761904761904794,7,-0.2857142857142847
18800,34.23720463,55.76894687,69,0,53,52,51,50,48,49,49,,,,,,,,,50.285714285714285,3.2380952380952355,7,0.1428571428571388
18900,31.93481833,53.29969807,70,0,52,50,52,50,49,48,50,,,,,,,,,50.142857142857146,2.1428571428571463,7,-0.1428571428571388
19000,30.74482214,45.20573715,75,0,52,50,51,51,49,49,50,,,,,,,,,50.285714285714285,1.2380952380952397,7,0.1428571428571388
19100,37.17772606,58.14390061,87,0,52,50,50,50,48,49,50,,,,,,,,,49.857142857142854,1.4761904761904756,7,-0.4285714285714306
19200,37.20334446,53.41464624,50,0,52,49,49,51,48,51,51,,,,,,,,,50.142857142857146,2.142857142857142,7,0.2857142857142918
19300,35.06481166,51.20881262,73,0,51,47,50,49,49,50,51,,,,,,,,,49.57142857142857,1.9523809523809497,7,-0.5714285714285765
19400,32.71223833,42.21978938,62,0,50,48,49,49,51,49,50,,,,,,,,,49.42857142857143,0.9523809523809534,7,-0.1428571428571388
19500,32.7936766,48.94111088,19,0,49,48,49,48,51,48,50,,,,,,,,,49.0,1.3333333333333333,7,-0.4285714285714306
19600,35.80764543,49.20716542,3,0,49,49,48,48,50,48,50,,,,,,,,,48.857142857142854,0.8095238095238102,7,-0.1428571428571459
19700,37.17688208,57.29127219,28,0,49,49,49,49,48,48,49,,,,,,,,,48.714285714285715,0.23809523809523706,7,-0.1428571428571388
19800,37.09669139,50.9329644,44,0,50,49,49,49,47,49,49,,,,,,,,,48.857142857142854,0.8095238095238092,7,0.1428571428571388
19900,36.23900437,47.60801098,62,0,49,49,50,51,48,50,49,,,,,,,,,49.42857142857143,0.9523809523809513,7,0.5714285714285765
20000,35.13625317,59.53600657,85,0,50,50,50,50,50,50,49,,,,,,,,,49.857142857142854,0.14285714285714235,7,0.4285714285714235
20100,30.67311972,42.21441187,20,0,50,51,49,51,50,50,49,,,,,,,,,50.0,0.6666666666666692,7,0.1428571428571459
