Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,Sat_Count
95400,26.72411212,81.82475346,790,1,34,35,32,36,33,31,34,31,29,,,,,,,30,69,11
87100,26.33583313,80.87473638,991,1,33,36,32,36,34,31,34,31,29,,,,,,,31,66,11
123400,25.67889903,95.98867869,852,1,32,37,32,36,35,31,33,32,30,,,,,,,31,65,11
176100,23.4156742,84.33746661,736,1,33,37,33,36,35,31,32,33,30,,,,,,,31,66,11
95500,23.43973477,93.21237392,968,1,33,37,33,36,34,32,32,33,31,,,,,,,31,71,11
165400,26.42499882,83.7651065,852,1,33,36,33,35,34,32,31,33,31,,,,,,,31,75,11
100400,27.50410947,93.19220252,702,1,33,36,33,35,33,32,31,33,32,,,,,,,30,83,11
62600,24.89921484,82.67206852,1023,1,33,35,33,35,33,32,33,33,32,,,,,,,30,86,11
55000,23.78089979,86.44289913,797,1,33,35,33,35,33,32,34,33,31,,,,,,,30,85,11
43000,23.04788917,82.10318178,822,1,33,35,33,35,34,32,35,32,30,,,,,,,30,82,11
181600,24.66020472,91.17192916,849,1,33,34,33,34,33,32,35,32,29,,,,,,,30,80,11
53100,24.84811309,83.29281694,735,1,33,33,32,34,33,32,35,31,29,,,,,,,30,77,11
114100,26.06745518,80.41024005,914,1,32,33,32,33,32,32,34,31,28,,,,,,,29,74,11
191900,27.07380655,97.4281573,992,1,32,33,31,33,30,32,34,31,28,,,,,,,29,73,11
175400,24.07460211,99.44553913,896,1,31,33,31,32,30,33,33,30,28,,,,,,,29,74,11
14700,25.40736959,97.25846084,766,1,31,33,32,32,30,33,33,30,28,,,,,,,29,75,11
78600,26.07655149,95.08291619,737,1,31,33,32,32,31,33,33,30,29,,,,,,,29,75,11
85900,23.76290453,91.78327175,765,1,31,33,33,32,31,33,33,30,29,,,,,,,29,77,11
188900,24.61507007,93.50257606,924,1,31,32,34,31,32,34,33,31,29,,,,,,,29,77,11
116300,24.02897088,97.40811787,836,1,32,32,33,31,33,34,33,31,29,,,,,,,29,76,11
114300,25.41597288,98.18233306,796,1,31,31,33,31,33,34,33,31,29,,,,,,,29,75,11
154000,25.19017028,85.69717155,940,1,31,31,32,31,33,34,34,31,29,,,,,,,29,76,11
143600,26.4273625,86.35935998,800,1,31,32,32,31,33,33,34,31,29,,,,,,,29,76,11
78200,27.89169829,91.24962852,761,1,31,32,32,32,32,32,34,31,29,,,,,,,29,77,11
141900,23.84326399,95.44081155,782,1,32,33,32,33,32,31,34,31,29,,,,,,,29,78,11
194200,22.4613271,95.9337624,758,1,33,33,33,34,31,31,34,31,29,,,,,,,29,80,11
69700,27.18151383,82.64224799,736,1,33,32,33,34,31,31,34,31,29,,,,,,,30,78,11
104400,25.53464348,95.47854093,944,1,34,32,32,34,32,32,34,31,30,,,,,,,30,75,11
119200,26.00098777,94.86717432,939,1,35,32,31,34,32,33,34,31,30,,,,,,,30,74,11
123500,26.40252686,85.51937297,1004,1,35,31,31,34,33,33,34,31,30,,,,,,,30,75,11
113300,24.03889788,89.89488595,719,1,35,31,30,34,33,34,34,32,30,,,,,,,30,74,11
26700,24.82051244,86.09468663,802,1,35,31,30,35,34,34,34,32,30,,,,,,,30,75,11
105300,27.74836954,97.19663192,831,1,35,31,31,35,34,35,34,32,30,,,,,,,30,77,11
119500,27.7447922,98.54626787,838,1,34,31,32,35,34,35,34,32,30,,,,,,,30,76,11
112500,26.1933761,94.10100453,711,1,33,31,32,35,33,36,34,32,30,,,,,,,30,76,11
29900,26.59910005,99.11636875,1020,1,33,30,32,34,33,36,34,32,30,,,,,,,30,76,11
102600,26.4428712,83.17435955,982,1,32,30,32,32,33,36,34,32,30,,,,,,,30,75,11
40000,27.0173481,97.99280066,870,1,32,30,32,32,33,36,34,32,30,,,,,,,30,75,11
75400,24.09446739,84.32012373,726,1,32,30,32,31,32,35,34,32,31,,,,,,,30,77,11
24900,25.84833272,96.74031032,969,1,32,31,32,31,32,35,35,32,31,,,,,,,30,78,11
181900,24.08363134,84.06236696,1011,1,32,32,32,32,31,35,35,32,31,,,,,,,30,79,11
68600,22.95497481,93.82390616,981,1,32,32,32,32,30,35,35,32,31,,,,,,,30,78,11
96100,24.96334392,96.11395172,948,1,32,33,32,33,30,36,35,33,31,,,,,,,30,77,11
186200,22.97378896,89.91178358,738,1,32,33,33,33,29,36,35,33,31,,,,,,,30,77,11
187200,26.83619074,83.26396957,769,1,32,34,33,33,29,35,35,33,31,,,,,,,30,77,11
144200,22.01327175,96.83713036,948,1,33,33,34,33,29,34,35,33,31,,,,,,,30,77,11
147600,25.0679408,99.09221033,770,1,34,33,34,33,30,33,34,33,31,,,,,,,30,80,11
32500,27.23655648,85.41979699,851,1,34,32,34,33,30,32,34,34,31,,,,,,,30,84,11
194800,26.24358406,80.56423557,1010,1,34,32,34,33,30,32,33,34,31,,,,,,,30,85,11
83600,23.16334624,81.05872341,952,1,34,32,34,33,31,33,32,34,32,,,,,,,30,87,11
121000,26.91084954,81.59565005,815,1,34,32,34,33,31,33,32,33,32,,,,,,,30,88,11
102500,22.42030384,83.30198082,942,1,33,33,34,33,31,33,32,33,32,,,,,,,30,89,11
50300,24.55423932,92.08698993,849,1,33,33,34,34,31,34,32,33,32,,,,,,,30,89,11
105400,23.00107623,99.62668955,789,1,32,33,34,34,31,34,32,33,32,,,,,,,30,89,11
122700,25.20063624,85.11356101,965,1,32,33,34,34,31,34,32,33,32,,,,,,,30,88,11
54600,24.35600451,86.19532083,867,1,32,33,34,34,31,34,32,34,32,,,,,,,30,88,11
34100,24.37255933,92.80953379,944,1,31,33,34,34,32,34,32,34,32,,,,,,,30,88,11
124200,27.73194123,84.85695412,1002,1,31,33,34,34,33,34,32,34,32,,,,,,,30,87,11
70300,24.47718328,83.39264836,998,1,31,34,34,33,34,34,33,34,32,,,,,,,31,88,11
32900,27.29869632,97.22891004,944,1,32,35,35,33,35,34,32,35,33,,,,,,,31,87,11
25200,22.52752818,95.49206221,761,1,32,36,35,32,36,34,32,35,34,,,,,,,31,86,11
145800,25.7087581,91.56522745,849,1,32,36,34,31,37,33,32,35,35,,,,,,,31,82,11
72400,26.90112369,85.11425584,859,1,32,36,34,31,37,33,32,35,35,,,,,,,31,83,11
162000,25.37422936,90.36637962,1008,1,32,35,34,31,36,33,32,34,35,,,,,,,31,82,11
136000,23.07461901,83.24345838,813,1,32,34,34,30,36,32,33,34,35,,,,,,,31,82,11
24600,25.18128916,99.708304,749,1,32,33,34,30,35,33,33,34,34,,,,,,,30,85,11
125300,27.37401019,81.4048282,872,1,32,33,34,31,34,34,33,34,33,,,,,,,30,89,11
27100,26.37170953,83.60718606,891,1,32,33,33,31,34,34,33,34,32,,,,,,,30,88,11
168300,27.9253883,90.62047458,734,1,33,34,32,32,33,35,34,34,32,,,,,,,30,88,11
166000,23.15564857,92.65441636,954,1,34,34,31,33,33,35,34,34,32,,,,,,,31,87,11
173200,23.19987368,82.78280577,891,1,35,34,31,34,33,34,34,34,32,,,,,,,31,86,11
15300,25.63458114,93.07358818,981,1,35,33,31,35,34,33,33,33,32,,,,,,,30,84,11
155700,27.18281059,84.06746741,897,1,35,33,31,35,33,32,33,33,32,,,,,,,30,82,11
175900,25.48393966,91.1687745,798,1,35,32,31,35,33,32,32,33,32,,,,,,,30,82,11
149500,27.60812777,81.70764389,885,1,34,31,32,34,32,31,33,34,32,,,,,,,30,83,11
132700,24.23499309,93.44878885,701,1,33,31,32,34,32,32,33,34,32,,,,,,,30,83,11
153400,27.65747729,87.05894906,827,1,32,31,32,34,32,33,34,35,32,,,,,,,30,85,11
96900,26.4985372,95.82778719,896,1,32,31,33,35,32,34,35,35,32,,,,,,,30,85,11
105100,23.63620808,93.13107047,875,1,32,31,33,35,33,34,35,34,32,,,,,,,30,84,11
29400,25.98574093,97.46153385,988,1,32,31,34,35,33,34,35,34,32,,,,,,,31,84,11
61500,25.33178183,87.4906442,920,1,32,30,34,35,34,34,34,33,32,,,,,,,30,83,11
168900,25.2704298,85.27065583,911,1,32,30,34,35,34,34,34,32,32,,,,,,,30,82,11
32000,22.83285105,96.64223918,1008,1,31,31,34,34,34,34,33,32,32,,,,,,,30,81,11
1300,24.38235517,98.05911649,747,1,31,31,34,33,34,34,32,32,32,,,,,,,30,82,11
39000,22.4832689,96.90168706,998,1,31,32,34,32,34,34,32,32,31,,,,,,,30,82,11
132800,26.04039946,90.56635057,757,1,31,33,34,32,34,34,33,32,31,,,,,,,30,84,11
123700,22.73031883,88.04003434,766,1,30,34,35,32,34,34,34,33,31,,,,,,,30,82,11
72600,23.28803648,86.1094331,915,1,30,34,35,33,34,33,35,33,31,,,,,,,31,80,11
189900,26.30484842,81.31897154,829,1,30,33,36,34,35,33,36,34,31,,,,,,,31,77,11
24800,26.85999118,86.62749771,992,1,30,33,36,34,35,32,36,35,31,,,,,,,31,74,11
51200,22.98923283,82.74612401,959,1,30,33,36,34,35,31,37,35,31,,,,,,,31,71,11
66000,22.22270397,84.6908669,852,1,31,33,36,33,35,30,37,36,31,,,,,,,31,69,11
26200,23.46045355,81.07910259,852,1,31,33,36,32,35,30,36,36,31,,,,,,,31,69,11
40900,26.18818274,89.85244188,956,1,32,33,36,32,35,30,35,36,31,,,,,,,31,71,11
161600,24.74201652,89.25398195,794,1,33,33,36,31,35,30,33,36,31,,,,,,,31,72,11
85500,25.76479167,95.65065433,895,1,33,33,35,31,36,31,32,35,31,,,,,,,31,71,11
198900,22.89165735,91.51811925,763,1,34,33,35,31,35,32,30,35,31,,,,,,,30,71,11
98800,22.7410176,80.7312035,815,1,34,33,35,31,36,33,29,34,31,,,,,,,30,71,11
145200,27.68134724,83.31504464,956,1,34,34,35,31,36,34,29,34,31,,,,,,,31,71,11
81300,27.54590083,95.09788195,862,1,34,35,34,31,35,34,30,33,31,,,,,,,31,73,11
73800,26.38873757,95.7828172,996,1,34,35,34,31,34,33,32,33,31,,,,,,,30,76,11
24300,25.00538282,98.81369561,788,1,35,35,34,31,34,32,33,32,31,,,,,,,30,78,11
100200,22.35232308,87.52185648,895,1,35,35,33,32,33,32,34,32,31,,,,,,,30,80,11
39900,22.75140794,99.12807342,802,1,35,34,33,32,32,32,34,31,31,,,,,,,30,80,11
64500,27.28968942,98.63227194,739,1,35,33,32,31,32,33,34,30,31,,,,,,,30,77,11
183700,27.46206099,93.60231792,939,1,35,33,32,31,32,33,34,30,31,,,,,,,30,73,11
47500,27.07634319,80.7280548,853,1,34,33,31,31,32,35,34,29,31,,,,,,,30,70,11
27800,26.93764343,94.04705198,901,1,33,33,30,30,32,36,34,29,31,,,,,,,30,65,11
93800,25.65096125,89.15755379,894,1,32,33,30,31,32,36,34,28,31,,,,,,,30,62,11
79800,23.07180896,84.78808506,894,1,32,33,30,31,32,36,35,28,31,,,,,,,30,61,11
11200,26.63446778,91.12935165,888,1,31,33,31,32,32,36,34,27,31,,,,,,,30,60,11
176400,26.01710895,94.2285904,775,1,31,32,32,33,33,35,34,27,31,,,,,,,30,60,11
147400,22.80278087,90.84118114,793,1,32,32,33,33,33,34,33,26,31,,,,,,,30,63,11
144100,22.52439342,83.09993531,746,1,32,32,34,34,34,34,33,26,31,,,,,,,30,62,11
59100,25.62203217,96.46521719,922,1,32,32,34,34,35,33,33,26,31,,,,,,,30,61,11
116600,24.55600454,84.43201198,938,1,33,33,33,34,36,33,33,26,30,,,,,,,30,62,11
110600,22.1387926,93.57689516,869,1,34,34,33,34,36,34,33,27,30,,,,,,,30,64,11
76300,27.93350829,97.80012104,892,1,34,34,33,34,36,34,33,28,30,,,,,,,30,68,11
78700,23.5304401,83.23384299,1006,1,34,33,32,34,35,34,33,28,30,,,,,,,30,72,11
108800,24.11373,80.05732132,831,1,33,33,32,34,34,33,33,29,30,,,,,,,30,76,11
98700,23.44507458,94.14151717,876,1,34,32,32,33,33,33,33,30,30,,,,,,,29,80,11
116000,23.06636331,88.53954805,858,1,33,32,33,32,32,32,33,31,30,,,,,,,29,82,11
157500,24.87425766,85.45504268,720,1,33,32,33,31,31,32,33,32,30,,,,,,,29,81,11
42200,24.45569312,97.21907647,877,1,33,33,34,31,31,32,33,32,30,,,,,,,29,81,11
64900,24.81327165,83.96816527,730,1,33,34,34,31,31,33,33,33,30,,,,,,,30,82,11
17600,24.49196322,90.10359043,993,1,33,35,35,32,31,33,33,33,30,,,,,,,30,82,11
25000,22.18003879,93.75437072,988,1,34,35,35,33,32,33,34,34,30,,,,,,,31,84,11
54200,22.496753,99.82378818,864,1,34,36,35,34,33,33,34,34,30,,,,,,,31,86,11
181100,24.52241386,84.57272967,857,1,34,35,34,34,34,33,34,34,30,,,,,,,31,87,11
64000,23.14277633,83.27067952,838,1,35,35,34,35,34,33,34,35,30,,,,,,,31,87,11
155100,23.42003549,83.93668965,1008,1,35,34,33,34,35,33,33,35,30,,,,,,,31,86,11
114200,26.74537345,81.38379601,831,1,35,34,33,34,35,34,32,35,30,,,,,,,31,82,11
84600,26.67909307,81.64407352,707,1,34,33,32,35,34,34,31,36,30,,,,,,,31,75,11
6700,27.48752843,89.75291089,901,1,34,33,32,36,33,34,31,36,30,,,,,,,31,71,11
59400,25.85165465,92.56561963,849,1,34,33,32,36,32,34,30,36,30,,,,,,,31,67,11
147800,24.0181982,86.19333697,803,1,34,33,32,37,32,34,31,37,30,,,,,,,31,67,11
94400,27.30108433,95.14825958,913,1,34,33,33,36,32,33,32,37,30,,,,,,,31,70,11
21000,27.50610478,86.81058993,749,1,35,33,34,35,32,33,32,36,30,,,,,,,31,74,11
196200,25.02139036,92.32964723,939,1,35,33,34,34,32,34,33,35,30,,,,,,,31,78,11
4000,23.596364,93.37633064,806,1,34,33,35,33,32,34,34,34,30,,,,,,,30,82,11
21900,27.59244836,90.88614016,820,1,34,34,35,32,32,34,34,33,30,,,,,,,30,82,11
6200,22.93482517,99.24842701,749,1,34,34,34,32,32,34,34,32,30,,,,,,,30,81,11
47000,22.41728527,95.79690648,755,1,33,35,33,32,33,34,34,31,30,,,,,,,30,80,11
185700,23.75874047,86.71644734,744,1,33,35,33,32,33,34,34,31,30,,,,,,,30,79,11
182700,25.54179907,92.03407989,994,1,33,35,32,31,33,33,34,30,30,,,,,,,30,77,11
115500,26.48899548,88.8404113,812,1,33,34,32,30,33,33,35,31,30,,,,,,,30,76,11
187000,26.09623604,93.54355355,969,1,34,33,32,30,32,33,35,31,30,,,,,,,30,74,11
154300,24.74700097,80.35315124,768,1,34,33,32,29,32,33,35,31,30,,,,,,,29,74,11
81800,25.55618512,91.03490466,923,1,34,32,32,30,32,33,35,31,29,,,,,,,29,75,11
171500,22.44536671,83.08418342,848,1,34,31,32,30,32,33,35,31,29,,,,,,,30,76,11
90400,24.81341434,83.95837293,914,1,34,31,32,31,33,33,35,31,29,,,,,,,30,77,11
13500,25.03581522,85.38422967,731,1,34,31,32,31,33,33,35,31,29,,,,,,,30,79,11
83100,24.94467864,94.26451925,926,1,34,31,33,32,34,34,35,32,29,,,,,,,30,79,11
99600,22.40693595,89.72216724,1008,1,33,31,33,33,34,34,35,32,29,,,,,,,30,80,11
114900,24.4604415,85.40952796,983,1,33,31,33,33,33,33,35,32,29,,,,,,,30,78,11
159100,27.17351662,90.98944235,998,1,33,32,33,34,32,32,35,32,29,,,,,,,30,75,11
17100,24.06448344,94.78944649,813,1,32,32,34,34,31,31,35,32,29,,,,,,,30,73,11
53000,26.49320731,82.40106765,883,1,32,33,34,34,30,31,35,32,29,,,,,,,30,72,11
110700,26.39070785,99.72531475,753,1,32,34,35,34,29,30,34,32,29,,,,,,,30,69,11
121700,22.70209164,96.70520753,780,1,32,34,34,34,29,30,33,32,29,,,,,,,29,71,11
36100,23.73719676,82.77874552,793,1,31,33,34,33,29,31,32,32,29,,,,,,,29,72,11
145700,27.57008789,90.83337059,763,1,31,32,33,32,30,32,32,33,29,,,,,,,29,73,11
191200,22.25686698,89.33002503,802,1,31,32,32,32,30,32,32,33,29,,,,,,,29,75,11
57900,25.15382629,83.12515043,775,1,31,31,31,32,31,33,33,33,29,,,,,,,29,77,11
53600,23.02644238,83.7032864,815,1,31,31,30,32,31,33,33,33,29,,,,,,,29,76,11
83700,22.40169415,95.14000299,1005,1,32,32,30,32,31,32,33,32,29,,,,,,,29,76,11
20100,22.35106603,89.01535748,1014,1,32,33,30,32,31,32,34,31,29,,,,,,,29,75,11
107900,24.50714646,91.35838021,853,1,31,33,31,32,31,32,33,31,29,,,,,,,29,75,11
