Time(ms),Temp(C),Humidity(%),RainAnalog,RainDigital,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,SNR9,SNR10,SNR11,SNR12,SNR13,SNR14,SNR15,Mean_SNR,SNR_Var,SNR_Diff,Sat_Count
3800,30.74845159,62.51436466,335,1,42,44,40,41,43,44,43,43,,,,,,,,42.5,1.9999999999999987,0.625,8
3900,30.13192884,67.16398447,416,1,40,43,41,41,42,42,42,43,,,,,,,,41.75,1.0714285714285725,-0.75,8
4000,31.81845074,69.62780661,418,1,40,41,41,42,42,41,40,42,,,,,,,,41.125,0.6964285714285717,-0.625,8
4100,25.31394054,72.00708882,542,1,36,39,39,43,42,40,41,39,,,,,,,,39.875,4.696428571428572,-1.25,8
4200,27.66946553,66.09738673,441,1,37,40,40,40,42,41,41,38,,,,,,,,39.875,2.6964285714285734,0.0,8
4300,26.11153561,75.84496469,319,1,37,40,39,39,41,42,42,39,,,,,,,,39.875,2.982142857142852,0.0,8
4400,25.25872899,70.41919923,576,1,39,40,41,41,40,41,42,40,,,,,,,,40.5,0.857142857142856,0.625,8
4500,26.85078289,72.76104218,412,1,40,39,40,43,39,42,42,42,,,,,,,,40.875,2.410714285714286,0.375,8
4600,26.71130291,65.56287218,501,1,42,40,42,43,41,41,44,43,,,,,,,,42.0,1.7142857142857153,1.125,8
4700,27.94019403,76.28271758,500,1,42,40,42,41,42,41,43,43,,,,,,,,41.75,1.0714285714285727,-0.25,8
4800,25.98056846,72.48548901,317,1,39,40,42,39,41,41,42,44,,,,,,,,41.0,2.857142857142848,-0.75,8
4900,28.41997305,77.24697499,301,1,39,40,40,42,39,41,40,44,,,,,,,,40.625,2.8392857142857175,-0.375,8
5000,31.44068829,63.19903158,326,1,40,41,40,39,41,41,40,43,,,,,,,,40.625,1.4107142857142858,0.0,8
5100,30.23732252,67.61326534,587,1,43,42,41,40,42,40,42,41,,,,,,,,41.375,1.1250000000000004,0.75,8
5200,30.89524131,62.26032368,538,1,44,42,43,39,43,40,42,41,,,,,,,,41.75,2.7857142857142874,0.375,8
5300,30.63310015,64.31054622,340,1,43,42,42,41,41,41,43,41,,,,,,,,41.75,0.7857142857142859,0.0,8
5400,27.72738436,67.89095009,484,1,41,45,41,40,42,41,41,42,,,,,,,,41.625,2.2678571428571432,-0.125,8
5500,29.96272725,77.89163815,484,1,39,44,42,40,43,40,42,41,,,,,,,,41.375,2.8392857142857144,-0.25,8
5600,30.27979368,71.14081338,300,1,40,45,42,39,42,40,42,41,,,,,,,,41.375,3.410714285714288,0.0,8
5700,26.43953674,66.60756661,429,1,42,43,44,38,42,42,44,41,,,,,,,,42.0,3.714285714285716,0.625,8
5800,31.02183657,74.93798326,514,1,41,44,44,38,41,45,43,41,,,,,,,,42.125,5.2678571428571415,0.125,8
5900,28.20423179,60.39365412,356,1,38,44,44,39,44,46,41,40,,,,,,,,42.0,8.285714285714288,-0.125,8
6000,25.11451818,67.40184422,555,1,37,44,43,40,43,46,39,41,,,,,,,,41.625,8.55357142857143,-0.375,8
6100,29.50368876,72.01663393,498,1,38,42,42,40,44,44,40,42,,,,,,,,41.5,4.285714285714283,-0.125,8
6200,29.73734164,71.66474608,302,1,41,40,42,40,42,43,41,43,,,,,,,,41.5,1.4285714285714282,0.0,8
6300,28.86233608,72.15115765,556,1,43,40,40,40,41,39,40,43,,,,,,,,40.75,2.214285714285713,-0.75,8
6400,26.48690711,64.2300153,306,1,43,40,40,40,41,38,40,43,,,,,,,,40.625,2.8392857142857117,-0.125,8
6500,28.37594619,66.74158306,566,1,43,40,38,42,42,37,38,43,,,,,,,,40.375,5.98214285714286,-0.25,8
6600,27.80089215,78.63130904,400,1,43,41,39,41,42,41,38,42,,,,,,,,40.875,2.6964285714285734,0.5,8
6700,31.82280252,79.47951063,510,1,42,43,41,40,41,42,39,41,,,,,,,,41.125,1.5535714285714295,0.25,8
6800,30.77274904,66.24076703,536,1,42,41,43,40,43,42,41,41,,,,,,,,41.625,1.1249999999999984,0.5,8
6900,30.33329724,72.89007407,384,1,38,38,43,40,43,39,43,40,,,,,,,,40.5,4.85714285714286,-1.125,8
7000,26.26751592,64.82593558,407,1,37,39,41,40,43,41,42,39,,,,,,,,40.25,3.642857142857143,-0.25,8
7100,27.31728012,67.37057334,453,1,37,43,40,40,40,42,43,38,,,,,,,,40.375,4.8392857142857135,0.125,8
7200,27.65798285,75.84669394,475,1,40,44,39,38,40,44,43,37,,,,,,,,40.625,7.410714285714283,0.25,8
7300,28.44839273,70.0235746,388,1,39,40,40,38,40,41,43,36,,,,,,,,39.625,4.267857142857144,-1.0,8
7400,25.21157158,76.9917992,598,1,41,38,39,38,41,40,41,35,,,,,,,,39.125,4.410714285714287,-0.5,8
7500,29.1510646,72.57480491,521,1,40,39,38,41,42,40,41,35,,,,,,,,39.5,4.857142857142859,0.375,8
7600,27.50499581,72.5784237,382,1,42,42,39,41,43,41,41,35,,,,,,,,40.5,6.285714285714286,1.0,8
7700,28.93174002,60.67760056,492,1,40,46,41,40,41,43,42,36,,,,,,,,41.125,8.125000000000004,0.625,8
7800,25.06284869,74.99340718,431,1,40,43,42,42,42,42,42,36,,,,,,,,41.125,4.982142857142856,0.0,8
7900,27.25003197,79.55733056,558,1,39,41,42,43,40,42,42,37,,,,,,,,40.75,3.9285714285714306,-0.375,8
8000,30.38066239,69.46057121,399,1,39,38,43,42,40,40,42,38,,,,,,,,40.25,3.642857142857143,-0.5,8
8100,28.50757087,63.1716003,356,1,41,40,43,40,41,41,42,40,,,,,,,,41.0,1.1428571428571423,0.75,8
8200,30.5222113,79.53955343,314,1,42,39,43,40,42,42,41,42,,,,,,,,41.375,1.6964285714285698,0.375,8
8300,29.89272275,65.8025175,595,1,42,39,43,39,43,40,39,43,,,,,,,,41.0,3.714285714285713,-0.375,8
8400,30.98444403,68.18395911,408,1,40,38,43,40,41,42,39,45,,,,,,,,41.0,5.142857142857149,0.0,8
8500,25.05210512,61.54732828,366,1,40,40,45,39,40,40,38,46,,,,,,,,41.0,8.285714285714286,0.0,8
8600,26.82927844,62.21673731,448,1,40,40,41,42,37,41,40,46,,,,,,,,40.875,6.410714285714287,-0.125,8
8700,28.84161209,64.33131341,387,1,41,41,40,44,39,38,40,46,,,,,,,,41.125,6.982142857142857,0.25,8
8800,31.58712654,70.9693213,370,1,41,41,37,43,40,39,40,45,,,,,,,,40.75,5.92857142857143,-0.375,8
8900,29.75853126,71.15578404,485,1,42,43,40,42,42,40,42,43,,,,,,,,41.75,1.3571428571428563,1.0,8
9000,28.1961215,72.12487646,322,1,42,45,43,39,39,41,42,42,,,,,,,,41.625,3.982142857142859,-0.125,8
9100,25.91098931,71.67633914,453,1,41,45,43,41,40,42,42,40,,,,,,,,41.75,2.7857142857142856,0.125,8
9200,28.45250748,69.90473966,416,1,40,43,43,41,40,40,39,39,,,,,,,,40.625,2.553571428571425,-1.125,8
9300,28.08760881,76.04197309,460,1,39,43,44,43,42,40,37,40,,,,,,,,41.0,5.71428571428572,0.375,8
9400,30.44910292,78.67799395,396,1,41,44,46,42,41,40,37,41,,,,,,,,41.5,7.142857142857134,0.5,8
9500,27.89344048,65.39522667,471,1,41,45,45,42,40,43,37,43,,,,,,,,42.0,7.142857142857149,0.5,8
9600,27.23186652,62.60387365,325,1,43,42,43,40,41,43,38,44,,,,,,,,41.75,3.9285714285714284,-0.25,8
9700,25.62803778,68.50174588,413,1,41,42,42,39,42,43,39,45,,,,,,,,41.625,3.982142857142855,-0.125,8
9800,25.32550745,60.5284475,371,1,41,41,42,40,44,44,40,46,,,,,,,,42.25,4.785714285714285,0.625,8
9900,28.07394099,77.66637747,431,1,39,42,41,41,43,42,39,45,,,,,,,,41.5,3.9999999999999996,-0.75,8
10000,27.42803386,64.7941252,420,1,40,40,40,43,41,42,38,45,,,,,,,,41.125,4.696428571428571,-0.375,8
10100,28.88726919,70.98593259,489,1,38,40,41,42,41,39,37,45,,,,,,,,40.375,6.267857142857143,-0.75,8
10200,29.98349906,62.3018998,489,1,40,38,39,42,43,41,37,44,,,,,,,,40.5,6.0,0.125,8
10300,25.2800477,71.06514678,424,1,40,39,38,39,44,43,38,42,,,,,,,,40.375,5.410714285714286,-0.125,8
10400,28.47351977,60.77986906,354,1,41,38,38,39,43,46,40,41,,,,,,,,40.75,7.357142857142864,0.375,8
10500,31.03380326,75.37613391,475,1,42,40,39,38,40,45,41,40,,,,,,,,40.625,4.553571428571433,-0.125,8
10600,28.1861661,79.10842925,590,1,42,39,40,40,38,44,41,41,,,,,,,,40.625,3.410714285714287,0.0,8
10700,28.64869548,66.1395213,356,1,41,39,41,40,38,42,40,41,,,,,,,,40.25,1.6428571428571435,-0.375,8
10800,28.40754289,65.16429221,321,1,39,40,41,43,40,42,40,41,,,,,,,,40.75,1.6428571428571426,0.5,8
10900,27.72855043,68.95989943,379,1,39,39,42,41,43,40,38,41,,,,,,,,40.375,2.839285714285714,-0.375,8
11000,25.77083667,72.39947321,424,1,40,40,43,42,44,39,38,41,,,,,,,,40.875,4.124999999999995,0.5,8
11100,25.88449351,63.77924924,392,1,40,38,44,40,43,38,38,41,,,,,,,,40.25,5.357142857142859,-0.625,8
11200,26.25362469,76.06615995,550,1,42,42,44,42,40,41,38,41,,,,,,,,41.25,3.0714285714285725,1.0,8
11300,30.54795249,63.97069627,448,1,42,42,43,39,40,42,40,41,,,,,,,,41.125,1.8392857142857157,-0.125,8
11400,26.9273261,60.1094844,374,1,43,41,42,41,39,42,39,41,,,,,,,,41.0,2.0000000000000013,-0.125,8
11500,31.63686647,70.48501167,585,1,39,40,43,38,40,40,40,42,,,,,,,,40.25,2.5000000000000004,-0.75,8
11600,30.67119117,62.30299422,338,1,40,39,45,38,40,42,39,43,,,,,,,,40.75,5.642857142857145,0.5,8
11700,29.79178468,73.96477451,337,1,43,42,44,38,40,44,38,44,,,,,,,,41.625,6.8392857142857135,0.875,8
11800,30.04275541,63.34939992,374,1,46,42,42,42,41,42,38,44,,,,,,,,42.125,5.267857142857143,0.5,8
11900,25.33342546,76.34760791,323,1,45,44,40,41,44,41,39,44,,,,,,,,42.25,5.071428571428571,0.125,8
12000,28.97872557,69.40736266,525,1,44,43,39,41,44,40,42,44,,,,,,,,42.125,3.839285714285713,-0.125,8
12100,31.58739837,71.32555809,394,1,43,43,41,38,44,41,45,43,,,,,,,,42.25,4.785714285714291,0.125,8
12200,25.27377128,63.73170331,519,1,44,42,42,38,41,43,46,42,,,,,,,,42.25,5.3571428571428585,0.0,8
12300,27.03711563,62.93376155,529,1,41,41,42,37,41,43,46,42,,,,,,,,41.625,6.26785714285715,-0.625,8
12400,25.36058044,72.62584933,371,1,41,41,40,38,38,42,44,43,,,,,,,,40.875,4.696428571428572,-0.75,8
12500,28.98819105,65.10921231,456,1,38,40,41,40,39,42,44,43,,,,,,,,40.875,4.125000000000002,0.0,8
12600,25.81340439,67.71851137,456,1,39,41,42,41,40,43,43,43,,,,,,,,41.5,2.285714285714287,0.625,8
12700,28.35475109,69.58898308,561,1,39,39,41,40,42,44,43,44,,,,,,,,41.5,4.28571428571428,0.0,8
12800,30.03964606,64.59267211,308,1,41,41,40,38,42,42,44,44,,,,,,,,41.5,4.000000000000004,0.0,8
12900,26.15106974,75.90847621,395,1,41,40,41,38,42,42,44,44,,,,,,,,41.5,4.000000000000005,0.0,8
13000,30.28755106,78.78848818,565,1,41,41,42,39,42,42,41,41,,,,,,,,41.125,0.9821428571428575,-0.375,8
13100,25.42143123,68.63786324,371,1,41,40,41,43,44,42,38,40,,,,,,,,41.125,3.5535714285714275,0.0,8
13200,26.04737136,78.35096769,341,1,42,42,40,42,44,42,38,40,,,,,,,,41.25,3.357142857142859,0.125,8
13300,26.96077254,77.65365635,473,1,43,42,40,43,42,42,39,42,,,,,,,,41.625,1.9821428571428559,0.375,8
13400,30.57269347,63.32094457,392,1,43,41,40,42,40,43,40,44,,,,,,,,41.625,2.5535714285714293,0.0,8
13500,30.95095822,63.46763892,440,1,41,39,39,43,39,43,39,46,,,,,,,,41.125,6.982142857142855,-0.5,8
13600,26.5426587,69.54810123,546,1,41,38,41,43,39,41,40,45,,,,,,,,41.0,4.857142857142856,-0.125,8
13700,25.67048678,70.51714358,456,1,41,39,41,42,39,40,40,43,,,,,,,,40.625,1.9821428571428557,-0.375,8
13800,30.93567648,66.82259451,455,1,41,40,42,39,41,39,39,38,,,,,,,,39.875,1.8392857142857169,-0.75,8
13900,29.54557206,66.2584196,383,1,41,41,42,39,41,38,41,37,,,,,,,,40.0,3.1428571428571357,0.125,8
14000,26.10498805,68.6273458,538,1,42,43,42,38,42,40,41,38,,,,,,,,40.75,3.642857142857142,0.75,8
14100,28.9040175,73.80958563,522,1,41,41,45,41,40,42,43,40,,,,,,,,41.625,2.8392857142857126,0.875,8
14200,31.10660003,61.68787266,370,1,40,43,45,41,39,43,41,40,,,,,,,,41.5,4.000000000000002,-0.125,8
14300,25.48660459,74.21164007,396,1,41,43,46,41,39,43,42,41,,,,,,,,42.0,4.285714285714284,0.5,8
14400,25.58604864,78.52480523,537,1,40,44,42,40,43,42,42,41,,,,,,,,41.75,1.9285714285714293,-0.25,8
14500,26.91525432,75.27013418,407,1,40,42,40,42,41,42,42,41,,,,,,,,41.25,0.7857142857142864,-0.5,8
14600,29.56583628,63.83353713,421,1,38,40,42,42,41,42,42,39,,,,,,,,40.75,2.499999999999999,-0.5,8
14700,26.24605957,61.74962378,409,1,39,41,42,43,40,41,42,40,,,,,,,,41.0,1.7142857142857155,0.25,8
14800,30.71457043,69.80760818,348,1,40,43,42,43,40,42,43,40,,,,,,,,41.625,1.9821428571428572,0.625,8
14900,30.25301124,79.12812178,402,1,43,43,38,42,42,40,42,41,,,,,,,,41.375,2.839285714285716,-0.25,8
15000,28.92703398,76.38118575,541,1,45,42,38,39,44,40,40,40,,,,,,,,41.0,5.999999999999999,-0.375,8
15100,25.81247393,71.25467278,447,1,43,39,39,39,44,38,37,38,,,,,,,,39.625,6.267857142857139,-1.375,8
15200,31.9175388,62.85962847,437,1,42,39,40,39,41,39,37,39,,,,,,,,39.5,2.285714285714285,-0.125,8
15300,28.43023541,74.27673564,347,1,40,39,38,40,41,39,38,41,,,,,,,,39.5,1.4285714285714284,0.0,8
15400,28.16451204,76.25996477,353,1,43,39,36,41,44,40,42,43,,,,,,,,41.0,6.857142857142857,1.5,8
15500,31.96898356,78.70138273,313,1,44,39,37,41,44,40,43,42,,,,,,,,41.25,6.214285714285713,0.25,8
15600,31.04707784,72.24232468,304,1,44,40,38,41,42,40,42,40,,,,,,,,40.875,3.267857142857142,-0.375,8
15700,28.19457414,70.28931629,446,1,42,40,41,40,40,39,42,37,,,,,,,,40.125,2.6964285714285765,-0.75,8
15800,27.9316209,72.38364087,423,1,37,38,41,40,42,37,42,39,,,,,,,,39.5,4.2857142857142865,-0.625,8
15900,25.67136568,78.86505009,383,1,36,38,43,39,42,37,40,41,,,,,,,,39.5,5.999999999999997,0.0,8
16000,31.48558222,72.56254172,597,1,36,39,43,41,44,39,38,44,,,,,,,,40.5,8.857142857142856,1.0,8
16100,30.90642393,65.15183699,419,1,36,43,43,41,41,42,37,43,,,,,,,,40.75,7.642857142857145,0.25,8
16200,27.17001745,72.72302816,537,1,40,43,43,43,40,42,39,42,,,,,,,,41.5,2.571428571428568,0.75,8
16300,30.27324901,77.59489146,363,1,40,44,41,40,39,42,40,42,,,,,,,,41.0,2.5714285714285703,-0.5,8
16400,30.33910598,71.34004057,374,1,41,42,40,41,42,41,40,42,,,,,,,,41.125,0.6964285714285712,0.125,8
16500,26.59537502,70.05397656,471,1,38,43,41,41,43,43,41,42,,,,,,,,41.5,2.8571428571428563,0.375,8
16600,29.29558829,74.66738499,301,1,42,41,41,42,41,44,44,44,,,,,,,,42.375,1.9821428571428628,0.875,8
16700,26.78520162,73.2197739,305,1,43,42,41,42,40,44,45,45,,,,,,,,42.75,3.3571428571428554,0.375,8
16800,30.52920236,61.13375198,343,1,45,42,39,42,42,42,44,44,,,,,,,,42.5,3.4285714285714293,-0.25,8
16900,26.07666792,74.50622282,367,1,42,43,39,41,42,39,38,44,,,,,,,,41.0,4.571428571428572,-1.5,8
17000,29.68234199,68.1509886,458,1,40,45,39,41,42,39,36,43,,,,,,,,40.625,7.696428571428572,-0.375,8
17100,27.28208198,78.8179656,506,1,41,43,40,41,41,40,40,43,,,,,,,,41.125,1.5535714285714302,0.5,8
17200,25.2532744,79.41605977,394,1,41,44,43,40,43,42,42,42,,,,,,,,42.125,1.5535714285714282,1.0,8
17300,25.86593251,68.97477636,372,1,43,43,43,39,43,40,44,43,,,,,,,,42.25,3.0714285714285703,0.125,8
17400,29.58429397,79.37589693,547,1,43,43,41,39,43,40,43,43,,,,,,,,41.875,2.6964285714285725,-0.375,8
17500,26.67940012,66.2164103,349,1,42,44,40,38,42,39,44,44,,,,,,,,41.625,5.696428571428572,-0.25,8
17600,29.41724761,73.65288843,503,1,42,43,42,38,43,42,45,43,,,,,,,,42.25,3.9285714285714257,0.625,8
17700,27.90375516,61.50109422,579,1,40,43,41,39,43,42,44,43,,,,,,,,41.875,2.982142857142855,-0.375,8
17800,29.84899425,62.89978697,370,1,42,41,41,43,43,42,42,42,,,,,,,,42.0,0.5714285714285712,0.125,8
17900,28.45064036,77.29051805,326,1,42,40,38,44,42,41,41,42,,,,,,,,41.25,3.0714285714285716,-0.75,8
18000,27.15982968,77.87568079,594,1,43,40,39,43,42,41,42,41,,,,,,,,41.375,1.982142857142857,0.125,8
18100,26.02073426,70.65222384,381,1,41,41,39,42,42,40,41,41,,,,,,,,40.875,0.9821428571428575,-0.5,8
18200,27.38768777,66.79546854,383,1,40,42,42,43,44,41,41,41,,,,,,,,41.75,1.6428571428571408,0.875,8
18300,29.44425855,69.02047864,445,1,39,43,41,42,43,40,40,40,,,,,,,,41.0,2.285714285714288,-0.75,8
18400,30.18331454,77.39248978,369,1,41,42,42,42,43,41,40,40,,,,,,,,41.375,1.125000000000005,0.375,8
18500,26.12237772,64.21986845,598,1,39,41,40,42,42,40,39,41,,,,,,,,40.5,1.4285714285714277,-0.875,8
18600,29.64990686,65.89740463,313,1,42,41,39,43,42,40,39,41,,,,,,,,40.875,2.124999999999998,0.375,8
18700,26.25495657,75.70885869,435,1,42,42,38,41,44,39,41,41,,,,,,,,41.0,3.4285714285714275,0.125,8
18800,26.5527354,78.70538892,465,1,43,45,38,42,44,41,43,41,,,,,,,,42.125,4.696428571428571,1.125,8
18900,28.71922068,61.8585468,440,1,41,42,41,44,43,43,42,41,,,,,,,,42.125,1.2678571428571412,0.0,8
19000,27.02441611,76.07544603,456,1,39,42,43,43,42,45,41,41,,,,,,,,42.0,3.142857142857143,-0.125,8
19100,29.63116809,72.90136614,596,1,40,40,43,42,42,45,39,41,,,,,,,,41.5,3.7142857142857144,-0.5,8
19200,31.69043637,64.61543089,563,1,42,40,37,42,45,43,38,41,,,,,,,,41.0,6.857142857142854,-0.5,8
19300,26.04224541,75.11634393,393,1,44,38,36,45,45,42,38,41,,,,,,,,41.125,12.125,0.125,8
19400,28.99357583,74.5583213,465,1,43,40,36,45,46,42,38,41,,,,,,,,41.375,11.410714285714288,0.25,8
19500,31.46309428,62.84059623,300,1,43,41,40,42,44,42,40,41,,,,,,,,41.625,1.982142857142858,0.25,8
19600,26.23570284,70.04502115,423,1,43,41,42,41,41,43,40,41,,,,,,,,41.5,1.1428571428571452,-0.125,8
19700,27.56795632,75.16582166,349,1,43,42,41,41,39,44,40,41,,,,,,,,41.375,2.5535714285714284,-0.125,8
19800,25.86531784,63.83088254,513,1,42,41,40,43,38,45,37,41,,,,,,,,40.875,6.69642857142857,-0.5,8
19900,29.49426403,69.25532045,366,1,42,43,41,41,39,44,36,41,,,,,,,,40.875,6.125000000000004,0.0,8
20000,29.68400049,62.41482249,525,1,44,42,41,40,39,44,37,41,,,,,,,,41.0,5.714285714285721,0.125,8
20100,29.64927624,66.13669848,394,1,45,42,42,39,38,44,37,41,,,,,,,,41.0,8.000000000000005,0.0,8
20200,28.79488934,64.35889802,578,1,46,41,42,40,38,42,38,42,,,,,,,,41.125,6.696428571428571,0.125,8
20300,30.22382607,70.10142253,434,1,46,39,42,41,39,42,39,43,,,,,,,,41.375,5.982142857142857,0.25,8
20400,25.25114107,62.8243067,552,1,45,37,40,40,42,41,40,44,,,,,,,,41.125,6.410714285714291,-0.25,8
20500,31.70259441,67.66301511,488,1,43,37,38,40,42,40,42,44,,,,,,,,40.75,5.92857142857143,-0.375,8
20600,26.55467346,65.5032581,593,1,45,37,39,40,40,39,42,43,,,,,,,,40.625,6.5535714285714315,-0.125,8
20700,25.85093378,74.92097828,523,1,44,40,41,40,38,39,40,42,,,,,,,,40.5,3.4285714285714297,-0.125,8
20800,31.5879523,73.99339546,518,1,42,41,42,39,39,41,40,42,,,,,,,,40.75,1.6428571428571408,0.25,8
20900,30.81305841,61.89861059,379,1,39,44,43,40,39,40,40,41,,,,,,,,40.75,3.357142857142858,0.0,8
21000,30.35409294,79.06967776,451,1,40,43,43,41,39,38,43,39,,,,,,,,40.75,4.214285714285718,0.0,8
21100,25.73321996,74.89365836,387,1,41,43,43,41,38,37,44,36,,,,,,,,40.375,9.125000000000004,-0.375,8
21200,30.6527045,72.31917391,306,1,41,45,43,41,40,39,42,36,,,,,,,,40.875,7.2678571428571415,0.5,8
21300,29.26316466,69.5540299,513,1,42,46,43,40,41,41,41,39,,,,,,,,41.625,4.553571428571426,0.75,8
21400,30.12336028,63.55844842,371,1,41,46,43,43,42,45,39,45,,,,,,,,43.0,5.42857142857143,1.375,8
21500,31.84649196,79.24031954,419,1,41,44,42,42,41,44,40,47,,,,,,,,42.625,5.125,-0.375,8
21600,26.36108824,60.15716753,385,1,41,43,42,44,40,43,39,45,,,,,,,,42.125,4.124999999999999,-0.5,8
21700,28.53067373,73.84962268,360,1,41,40,41,43,40,42,40,43,,,,,,,,41.25,1.6428571428571437,-0.875,8
21800,30.27346363,70.14888649,320,1,40,42,42,43,39,42,42,41,,,,,,,,41.375,1.696428571428571,0.125,8
21900,28.03559446,78.0516378,401,1,40,38,42,43,42,41,42,40,,,,,,,,41.0,2.5714285714285716,-0.375,8
22000,25.38257158,67.61394559,325,1,40,39,42,45,40,40,40,39,,,,,,,,40.625,3.982142857142855,-0.375,8
22100,25.78007229,70.37288838,462,1,43,39,40,45,41,40,39,39,,,,,,,,40.75,4.785714285714289,0.125,8
22200,29.21464381,74.84678784,306,1,43,42,40,44,40,40,38,39,,,,,,,,40.75,4.214285714285713,0.0,8
22300,26.99502902,60.95133087,582,1,41,41,40,41,41,40,37,38,,,,,,,,39.875,2.4107142857142807,-0.875,8
22400,25.96488453,61.08950482,590,1,41,40,41,38,42,39,37,38,,,,,,,,39.5,3.142857142857142,-0.375,8
